valid,mean_velocity,std_velocity,mean_stride,std_stride,mean_knee_angle_left,mean_knee_angle_right,std_knee_angle_left,std_knee_angle_right,mean_arm_amp_left,mean_arm_amp_right,label
True,7.153104135438869,6.446659699208248,0.12307138957062207,0.06049010209407277,111.48124461488753,116.72825323479022,46.09755520469341,33.8445175054296,0.144956943518316,0.19793836922239566,no_weapon
True,8.319858141000653,8.184799576587157,0.09839262287893372,0.07707600957030994,125.54128081942358,128.7109540152889,29.780678519446916,29.73382036688603,0.15896758465079355,0.1881288963096481,no_weapon
True,10.170049438072246,9.311484471209077,0.10953663839392355,0.08148500202066146,125.84161553792275,135.28037559805244,29.600328788192563,25.034078263555077,0.1703999132447933,0.18895903167810477,no_weapon
True,1.017473910444099,0.7695967336436524,0.09795444810164998,0.18508890651542936,141.93595788909153,129.57742398302375,20.800692507135448,17.493975777131247,0.09488482654356394,0.11038025175632489,no_weapon
True,1.6130199563610217,1.9529987840872525,0.12534688128630034,0.0672990955145525,123.34494890693561,117.74912881991018,24.9354191635137,25.6666945985171,0.16604578472116294,0.23101694671833145,no_weapon
True,1.5098943118091122,1.1193719948625025,0.12431578392862615,0.0772388005451823,122.41202511477233,121.4416232858374,25.289186587167688,22.209061315330302,0.17623620748882393,0.20701010957772029,no_weapon
True,0.7603548177881003,0.48736099568090013,0.038561483722066914,0.024018762752649848,128.4939424546048,106.81338519454191,15.66527927725384,12.212497768308788,0.08428596249382686,0.09503351852088311,no_weapon
True,0.27312997044224024,0.1997212526424748,0.06054286259328386,0.02628868186244549,142.08120608550752,116.68121324712011,9.755768455250847,11.052970184621959,0.2027999609798652,0.09277617557967059,no_weapon
True,0.7307573886228238,0.47169125787629973,0.047462439979178435,0.03388630965260373,124.33542511672216,104.92507367442195,18.127339571187182,14.344051622360272,0.07908784279004583,0.08312322150776655,no_weapon
True,0.5768844437961599,0.40124555770424497,0.06814613960111199,0.05450841638589728,117.52010681562412,105.10498322985455,19.38315735539687,15.71610487626807,0.19192516409556593,0.18448251374826696,no_weapon
True,0.9246322858917312,2.3617684815706235,0.033187205083663025,0.025507173723407245,125.4966071153716,121.93423522133213,11.333616290975481,11.193681299612994,0.06192662713292321,0.08190467106442299,no_weapon
True,0.6590994465758467,0.6856074076503869,0.19981789888923782,0.08159511063812527,127.06650080363936,134.59960149230764,12.51434802790087,10.789444552249256,0.22837289687197015,0.25878917160079784,no_weapon
True,0.4339025445521019,0.4366900317892562,0.0906318315910376,0.04074236053719667,130.43115652843278,136.96601225540178,11.654068062380011,10.136331355392906,0.164117082349377,0.20307949792736618,no_weapon
True,0.7724834987868568,0.6739387608253072,0.04590358165061502,0.03278136087164105,132.4673917340692,115.62257144704168,24.389315703927934,23.74258536354535,0.13745480903268534,0.15960491801539503,no_weapon
True,0.9766244311441017,0.7257766114480063,0.13158851344713182,0.050520864502900775,115.78756625406217,121.31634150664799,12.51631141610166,10.254002717860983,0.1518087252192738,0.17037451572720919,no_weapon
True,0.29522644824341243,0.222860372994517,0.06868971480464887,0.027499415441215903,124.82301780380804,119.49173917731984,11.512783642457277,9.829043089814807,0.22659474429801224,0.28897723944138515,no_weapon
True,0.46678612268217706,0.45387413159343104,0.0368982563147257,0.023305261601654914,109.45394349643918,107.24261856889115,13.652533372392567,13.664777445532604,0.1423076402477512,0.12754711879272204,no_weapon
True,3.721631869220327,5.900268083066148,0.10173989436998311,0.06419603764597846,136.90783963352814,136.13032859103,20.178488572629366,17.35518086651525,0.18491916985232298,0.19647007217271364,no_weapon
True,5.321682623755868,4.695048916769083,0.06764761195160605,0.04948575915557118,132.89655497434376,133.4689156648719,18.50252596638323,17.053331544947877,0.16182141362387079,0.18577205840802954,no_weapon
True,1.62594227501861,1.4086511572215275,0.10522598317512774,0.053740962641844206,130.499683478613,141.69898053570958,12.901795646140155,10.281133292359643,0.23222522937866846,0.23763519977138314,no_weapon
True,4.351256509214329,5.441625373053539,0.12936052759958958,0.07718723650363,126.09197743055448,130.25753627894386,23.495110548642103,19.974962136415545,0.23134085608204819,0.33032201780886317,no_weapon
True,1.8749136585301187,1.6031135255327018,0.040442277403547416,0.026106508003230694,139.5450829225419,129.05004113768553,11.482471911539275,13.560555038208882,0.1278180307898561,0.13987060044116098,no_weapon
True,1.041376745422721,1.2416690418659095,0.0709904933527456,0.05436833626531972,134.50014957822856,134.83665569795022,18.43383198539227,16.70583882571771,0.14325504783587803,0.11354694556843409,no_weapon
True,1.4282203702989802,3.1101191777441586,0.08830748061664093,0.03804976825142084,114.97552946853314,118.06699941114755,16.153125028251463,18.93586356316636,0.18279327007504173,0.20235277741860608,no_weapon
True,1.8174073423231254,3.269876002537647,0.10353070309060364,0.05582171657139549,124.41658232912968,121.46951567535433,17.01834783669818,15.556020278599469,0.1299605412824093,0.1704319960257702,no_weapon
True,3.8170070147386617,5.761274482282601,0.0712086370012982,0.05152862468440869,120.16506406769571,137.35473363852492,8.990919195579982,12.129857661336157,0.2862769593953929,0.2415892707279415,no_weapon
True,3.343220406188236,3.5196023924881605,0.11709027480090956,0.08416060960768293,127.0050066159131,138.52424450822755,10.081180721485817,14.749200068754194,0.12502996817795553,0.14974779037380087,no_weapon
True,3.8681608533012657,4.130760749045635,0.07821981284704145,0.07040068983369753,122.68875532057166,135.03390766961033,9.106033547104904,13.183270917510088,0.19987102236488835,0.187739971316146,no_weapon
True,2.37457690900926,2.164276909986966,0.1053929498342368,0.0634803616634939,98.15572306904407,109.85486350572239,20.869212131779776,27.16647730136191,0.182637541957428,0.20290702544011782,no_weapon
True,1.946475316105685,2.255838335076575,0.12234934995578803,0.06263890648907058,89.24358460302392,88.85168236397584,23.844592062437133,28.315524017943112,0.5635769808962676,0.8034790633502081,no_weapon
True,1.0368954744578174,1.7424800964751823,0.21726873893787252,0.10616598342753059,132.76366975146496,117.84894742227544,16.47976409931433,26.13261472366461,0.20269315192270282,0.1748596085574647,no_weapon
True,0.1716672464517288,0.2451014505310081,0.12471688499887351,0.07614888635660705,113.00963796178647,112.74106234210245,17.327653499147715,22.55947671160596,0.12559023200989397,0.10547187932177404,no_weapon
True,0.2963532259435023,0.2956564599512377,0.11476691787155302,0.05544754271999401,128.24509775698223,124.56364717489791,12.510580678589895,8.186194405530495,0.22913016281567197,0.09052649767162772,no_weapon
True,1.2722176561240994,1.4109285013149209,0.06876704157751326,0.04116733583428572,132.6947532887488,132.25333518484865,21.172555915089095,14.89926870494619,0.415962156749563,0.25130851459197956,no_weapon
True,1.3239630276412644,1.414810084825258,0.11259659364918148,0.052355172537943584,107.86122438487372,116.13581303727491,24.01938421741143,19.846343635088175,0.32147994193615037,0.17751318097116797,no_weapon
True,1.4558614834079258,1.548524126398927,0.08656707730959007,0.08333801976051339,125.66285524041386,119.08352038860805,28.13585613077684,18.81595137247711,0.1641112973992839,0.1544257481881099,no_weapon
True,2.1701132778633516,2.673462515191771,0.1293766219321231,0.0983833871413857,129.0349005276886,122.97254014594687,23.21427179842759,21.04941505840126,0.16156723384241276,0.13558842769369867,no_weapon
True,2.0111132274514816,2.282521068523528,0.09536458784263543,0.06736878091286139,127.36107531466338,128.49176004886553,24.17777459162737,24.85135806011115,0.25229423927240996,0.21125879961349073,no_weapon
True,2.4586558097455797,3.426574088645945,0.1420205565467361,0.090095469899241,132.95673707775703,129.58718968945385,22.4250277219146,21.59669859269805,0.27477051245567885,0.30266410055161647,no_weapon
True,0.7334843052792195,0.7405691616631644,0.10384459891526776,0.037248230317697424,70.7842340733379,91.75092451460313,24.546794111722527,18.432077500378433,0.3249665386287309,0.20535465057084076,no_weapon
True,0.9961883874105658,0.898535995710927,0.16596874085182292,0.08761423401493912,153.54832250915013,152.95698707448693,17.956638266367086,10.484506731221533,0.2669031262320731,0.1631072588048314,no_weapon
True,0.461492659333679,0.40605383482608054,0.16155701500453234,0.06492420568639654,152.48919735828625,158.79279170356992,9.634130326127893,10.019024306158295,0.23438674681448518,0.32085154953829803,no_weapon
True,0.37449351465685043,0.3827140773143181,0.10261686688559594,0.021612165944944025,77.33953770968657,84.42378730173222,8.449757414313556,10.447972068152133,0.35718869835684847,0.2518924493333719,no_weapon
True,1.0251573587941292,0.4797851549638223,0.0850735155521305,0.09892376686513442,109.57267218833466,103.74795735192434,24.64702256991035,31.46104789210826,0.08690594971310903,0.11838498909597593,no_weapon
True,1.2421757790229968,1.015195514035357,0.13523192001112372,0.0756282995247014,125.06372090929955,134.57312272917088,12.795095024579794,19.128450541771088,0.16756513167412276,0.20413622517099358,no_weapon
True,1.4299516996121993,0.7381212699797202,0.026302611804598877,0.014263967932199102,80.77051019422949,104.39564188947986,15.34887167209211,14.106339003399224,0.24200576937753956,0.28459020277201286,no_weapon
True,1.490151851683605,1.4905112567285408,0.1333495646936259,0.06248194009523749,134.96471918635248,142.47354919637772,10.505191848182827,18.369150819145727,0.1958455439492937,0.26205098253405207,no_weapon
True,1.6365240534021899,1.6149557483183825,0.09250726168687913,0.05654050028245464,122.74005553218163,119.0084385876045,15.909360201070234,22.439205480594417,0.33325980061327803,0.24488026132754154,no_weapon
True,2.256463123677562,2.1055883484327365,0.07745810792472921,0.043736450485998946,119.87071201128386,125.00850638286796,22.646798542625522,25.92599396176922,0.23184368487971663,0.1821074724433677,no_weapon
True,1.9470769560592864,3.6407039044862475,0.14278102733121834,0.07595019849214289,133.72199054233215,127.61499217709377,15.599164281104223,15.20251362632889,0.21059606176798856,0.21188595674499794,no_weapon
True,1.8362276464106284,3.836677121713106,0.10981398317186794,0.05224758435465333,132.9281136759369,127.54774982490868,16.17923466279093,13.19219168628179,0.3087592313036014,0.3059027263410653,no_weapon
True,1.9102104627240404,1.7454067369015533,0.08557451188701934,0.0563402003457612,122.47396224865827,124.40655861021966,31.631850131697433,18.285342862652662,0.2799255306697238,0.2848801259604749,no_weapon
True,0.5194825235844385,0.4495124722594146,0.19594777456718393,0.1250355965285236,61.63346313354357,113.29425305139107,13.755800516522756,24.946699274592643,0.24318885915164512,0.2611238257471055,no_weapon
True,0.8535022629999012,0.7127162385577187,0.11165459117339147,0.05431936259913441,122.8411192197063,126.25814633709189,18.98357424685009,16.826291605112758,0.18116809190204708,0.13978314610042777,no_weapon
True,1.058510539491146,0.8698700025706396,0.17776119821180272,0.0923462703458609,124.82169916879613,131.2035637777893,7.677548477831671,11.302119340107675,0.2062370465496024,0.3426791629449583,no_weapon
True,0.5644980137782591,0.4685975153255278,0.16309397260771072,0.08196137822511311,151.23530075067018,154.30892258728986,7.986650158028992,17.419550522377577,0.20168844081721704,0.25591777971531826,no_weapon
True,0.38581329033914435,0.3154902550126315,0.09577358457080619,0.028327706273949795,72.30533571838038,76.39251243479696,6.7170713406921285,11.30061085832281,0.3838268409030336,0.242573941575131,no_weapon
True,0.9324977173446124,0.6034814603295763,0.12263170585933507,0.10900099217855307,129.61698270780053,126.69872402506525,14.878967719973684,16.584226901518743,0.20358547974621788,0.14489263334609773,no_weapon
True,1.794059967657499,1.3989788565429941,0.07865412475255723,0.05037265738612477,135.55693756599157,135.97287990662002,7.001766028264743,9.62106483671641,0.3942090540194139,0.2962420650685914,no_weapon
True,1.1698224285081855,2.524154688454516,0.05592136555023356,0.034055906534325206,123.41327032518613,133.29707417733738,18.594326898958165,18.70304724202218,0.15873712583373067,0.1721049175795064,no_weapon
True,1.3488401120019347,1.6011082760844224,0.06949903246058747,0.05753985725346999,136.6540513277995,151.17248543641145,19.622731652504747,22.77515982324834,0.2794217787084612,0.19418419895693237,no_weapon
True,1.135414879045035,1.6292959392103659,0.10845683134306978,0.045014746145816784,57.03689518099891,52.74103576127673,27.31048808926169,29.583041701345866,0.4196674966056387,0.42787376914292163,no_weapon
True,2.3861022020003904,3.418517069805867,0.08074811551194114,0.040214426641064324,126.32620117208297,139.8112213648005,28.631328469694996,21.174363875421758,0.28067671193507415,0.23565418195353283,no_weapon
True,0.7006340839425517,1.026060856248105,0.15540748653820632,0.10015165488448928,123.37268748878208,135.35091054706137,22.025548333395793,25.637444666091895,0.20122271439223838,0.2792098553166508,no_weapon
True,1.6000301917403597,1.357109580526597,0.06892984639122528,0.03896226653471409,131.06166711736242,136.41606723821707,16.854049512661465,14.956096553333747,0.2724022797088679,0.21688290482501557,no_weapon
True,1.353667613973426,2.0244723391837467,0.1236040335892108,0.06966407564722593,117.03012951595511,117.37367906671294,23.892926085722177,21.51889907467207,0.164587738151155,0.185908045357174,no_weapon
True,3.8151331235537866,6.270890701440385,0.1681097635535206,0.10860859226974237,129.60027789527555,135.02471481358052,18.487185168604466,19.221151194690663,0.2822983302020613,0.19129667714766294,no_weapon
True,2.2543292035031484,1.6973300146340544,0.09313114424781145,0.0678166008979851,136.5157122620625,139.04963519089176,13.7823235215981,11.583432732115806,0.28640963689308857,0.23518096576770828,no_weapon
True,0.1997634436636113,0.28525485634020076,0.12569219152977296,0.027584707058945408,133.12667831022708,163.7403740245111,6.475103875498991,5.256418671328353,0.33335005385259636,0.3429419916156729,no_weapon
True,0.2682056775856004,0.2209307146861952,0.2055278820549769,0.020012639547943228,133.43899198035544,157.85884251900052,8.31312339347025,7.287278039524584,0.5757490160096048,0.45147467840362165,no_weapon
True,0.316964811710695,0.27682421954473363,0.07280628683388299,0.020386671788238126,140.91245256533722,149.14930638177128,11.014705462549717,9.32991274331015,0.3891564927489166,0.3992643466761032,no_weapon
True,0.526084418960598,0.39785287495707045,0.1583054182651984,0.027195339951446053,136.33314283088663,148.76675131530683,6.733877372364739,6.596831466992577,0.541730590825651,0.39443672578833255,no_weapon
True,0.4908903705402316,0.43043649425680475,0.14805968451759272,0.032217996756332405,134.6365715898028,144.78815775548614,9.750379838566607,13.803064498636024,0.5112694672235134,0.3675252763860251,no_weapon
True,0.24876080599924116,0.19430928256468194,0.0745263531949804,0.017672412442636856,137.16184017773838,150.32460601030368,9.569074092410943,9.543214077278709,0.35593303567478934,0.34750037779085324,no_weapon
True,1.093727300540173,3.9273924462019725,0.131961879078679,0.050883443959422195,120.2186478055627,104.8347399559236,27.16895712180663,24.080125796828728,0.23870513202819293,0.26120298585451324,no_weapon
True,0.6958205763729687,1.6760007100805172,0.07493717960562621,0.07781703452038358,144.16940021870423,115.59919783940988,21.015908603945544,11.464708344425498,0.1914683048765,0.16667616696468224,no_weapon
True,0.5516680808460721,0.4083023020717079,0.06867575647186754,0.055728077547043446,124.66136548636418,133.55358778968923,22.70871074559979,13.714371113004693,0.28174244408762567,0.23358857544289782,no_weapon
True,0.9383137111404541,0.6540408922829707,0.12020637029379584,0.03820597632311564,133.38115360283476,128.44018226499313,19.656097956060655,18.873823796160313,0.2688317870110347,0.2842515670251618,no_weapon
True,0.6311835059120211,0.5657619263342907,0.08131026714987091,0.03419921304843838,144.18310954971534,137.63283370528214,12.812562630256421,10.305558508889522,0.13280700138293378,0.2028275413244477,no_weapon
True,5.379704404867897,2.708985578271067,0.08916666597266242,0.0301803112629759,90.66405236826044,81.53175676523571,35.8065296157813,43.588275173440856,0.27399292724630603,0.38034876162902764,no_weapon
True,2.5024503461535232,2.9107185244851155,0.12695213284842882,0.07749439661199324,115.59774819569692,121.0052594250393,24.434684885380072,19.087855164170666,0.16641593141350783,0.21750019442837173,no_weapon
True,4.373539814186858,2.78063348217206,0.1830352481878457,0.12715343799351234,107.30100117104976,114.32585357381642,37.784155388362024,42.43990914960364,0.24120802934020086,0.34025725522815486,no_weapon
True,9.549584835727279,13.626813671957757,0.14708142255629528,0.09948690463360392,114.4479526447338,124.09979863693614,30.42898364156268,26.723849773456543,0.4421922796729066,0.4614046600262939,no_weapon
True,5.803373845576071,10.18171178233854,0.09368065083360275,0.051823066883039684,148.22857968095815,136.42370857172406,24.594943660460213,17.082486498185215,0.17979844686293636,0.1955574933334762,no_weapon
True,2.4494786914427573,5.8167327848121975,0.07640074337403284,0.03309562590854143,123.79994776594923,121.64101492725604,23.782467980588336,13.796978230529158,0.20227282520902315,0.20589251766882294,no_weapon
True,1.2503529504707005,3.5921255968598427,0.12288328197808486,0.03543052123147005,140.97622413954866,136.49846612106165,14.443814424845417,13.659194339373203,0.2261289144344252,0.2279462023902891,no_weapon
True,1.4325321360189582,1.0246246079314771,0.09019494008786465,0.08095621447230673,135.05319982359012,128.40067920667497,16.814076737765532,14.91970097537751,0.274716716357919,0.26502640342359124,no_weapon
True,6.680780425853104,11.693326990700186,0.11487602340245812,0.026828296075053517,154.473464180607,149.27158534603632,26.72901568692158,24.140353234519075,0.23586983536511,0.20930311708477226,no_weapon
True,4.828013519788231,1.919901626488851,0.11391574000302256,0.06474448749829076,136.96995505143516,146.60739711258475,14.098422040418548,15.390885844751125,0.37323625160519885,0.3459170438748617,no_weapon
True,5.329829387722079,8.304257254574917,0.100819513807892,0.03906794083830049,90.70536290976409,110.50713257879575,38.902687944872305,36.841703036700366,0.242928353493292,0.25934358651219264,no_weapon
True,2.6247433403904306,6.791597363873642,0.1304675931952685,0.03617861133258629,154.33160378227743,141.49763829448452,26.624638909361376,14.2379215781704,0.1363398700929174,0.20121067830727685,no_weapon
True,3.115448302123953,9.388172584470603,0.13074622928106522,0.045688481010575384,151.4055214595018,139.74655183231187,29.81913518517036,28.65363004968134,0.15003132257941437,0.19711647610380262,no_weapon
True,6.364463160915607,7.086214114044919,0.19617288665521326,0.1009218749100828,111.54543850217738,129.44273688074335,25.385884819267,27.107182165448787,0.17537199699228198,0.22189512309961512,no_weapon
True,2.669422625420535,5.304478632544315,0.11244893620366586,0.05914250539673103,133.49761763798674,133.53983932746684,23.331559160393375,26.2955468005328,0.1681068339901595,0.16922431276731648,no_weapon
True,4.845029806265444,5.435866939709754,0.10382856863402612,0.050893198293938444,127.42798727284224,135.3747085090831,14.918435640821716,12.523372423869437,0.1613209461175599,0.20471572933311125,no_weapon
True,4.522253035332052,2.078418825248569,0.0971367650905811,0.036953556252077004,124.20886272123478,132.36984535929705,34.57610554871734,31.37731547892913,0.2164748302093423,0.19436970992426209,no_weapon
True,1.3349647487872147,1.9977307403689022,0.0725834413884698,0.030207471869849775,137.9786329130013,144.69126910143498,13.223935860057955,15.851727890712187,0.20835673164009302,0.28632081511089497,no_weapon
True,2.82626152779916,5.066498600309916,0.12228836550711081,0.04629760366731254,134.13940543436033,132.51356780486833,27.756830150379496,28.44462997607546,0.13845319926786898,0.1776745437217133,no_weapon
True,4.764214005879109,7.133248453884256,0.09149022626075748,0.049088932766557826,137.65442659171265,140.79620979252033,18.873794138355507,12.510012300375093,0.29509635189582567,0.28857786442775396,no_weapon
True,5.200615519782825,4.4861720385725325,0.15034430165911422,0.04930743999716073,134.16206940967123,137.32603275262042,22.214157457991895,14.547394240364026,0.26338106141023926,0.16640602531233784,no_weapon
True,5.481084946258225,2.7607348131980656,0.058758239707320706,0.03584275032796488,121.88495225715019,132.24945594448945,19.777638875530275,13.46501778724903,0.15690783578211687,0.22499881653425166,no_weapon
True,5.6602604108221755,5.217985530232846,0.16577850002020975,0.07600711020681594,132.66713491380204,134.2074951320806,24.71695343761178,23.576321711990605,0.35364252829297776,0.2677707810652316,no_weapon
True,2.3565601661663944,3.469962378910953,0.06864282545407455,0.04123510130371846,131.7524565853646,140.5154789608571,25.393803551590228,16.676397877636216,0.2921837674069775,0.25411934708880246,no_weapon
True,6.598847663742282,7.205431276936536,0.16369905115052877,0.07795421483164389,129.38323700243507,132.67692682797934,21.190421156373805,18.325182586751996,0.21980580999642876,0.12498714250355893,no_weapon
True,8.06995393457638,8.049051534772623,0.0777949503193478,0.04141532699816718,138.77290951966816,140.89579956310183,19.823498297058098,16.8817483230513,0.1602984884457471,0.1502499030287425,no_weapon
True,4.337459377827578,5.794503237857927,0.11474305602002889,0.07897122718686775,135.3307094706192,137.13230112552648,28.44524551398322,23.340401187598616,0.26100811479414215,0.24843426492344353,no_weapon
True,2.5581513943751846,3.2387524968585732,0.09519797546645047,0.06234335460372569,127.81707286391055,126.43680166917365,31.11250181910665,29.607601535443532,0.1171532231141123,0.1312647177950051,no_weapon
True,3.753613581632653,2.716231730537701,0.0752707436048363,0.03288954052764841,101.75632403608874,101.25169449913388,28.46845218564628,25.4804354508654,0.10304773334825061,0.1485477639795487,no_weapon
True,1.368561583476943,1.0073793479798288,0.11861447084535363,0.04719311882501718,108.39645130582421,113.2109153204844,33.75448359555298,33.10259867969946,0.15825883483260092,0.2418482087603624,no_weapon
True,6.0977989065003815,3.0203861833979833,0.12392725862904941,0.06758943619956011,120.64489098112517,129.4830561899176,35.06147747461264,39.37330992858888,0.18678000797941413,0.2260388661884427,no_weapon
True,5.809032493417336,0.5330020660988883,0.12225909489808906,0.0739059932707294,108.48830684714899,121.7149137484168,38.75462371818175,45.372233687641,0.24793075824726035,0.27837491443142387,no_weapon
True,4.058471759472945,3.1182367162158697,0.12610817083787138,0.0833218380098677,116.30777044258666,120.10488546395133,35.98876599885426,38.208895872778875,0.1853301420800848,0.1924713199402553,no_weapon
True,4.71538278508452,5.219770671396546,0.11109868499083997,0.08263615902589139,116.82033523518662,128.72236070422235,37.861078398066105,29.843209257886496,0.22603185117439237,0.19658034648234884,no_weapon
True,3.975679430546126,2.7078645611588583,0.10570202966515682,0.06220535660100039,116.56362083919403,120.19853544219322,35.25369699674596,34.7759493789928,0.23307334854495032,0.2869707248813103,no_weapon
True,5.128289004221515,7.004523582388113,0.12141608353761883,0.07522913630125296,110.2192234570324,122.04050077431481,35.55472833252024,37.758586052836236,0.20770534894320478,0.18336776627427823,no_weapon
True,5.161254476352438,6.763952757567836,0.11466309299269174,0.08303468804213526,131.531321398851,134.3026800269233,24.561410990571144,22.363340438825038,0.23902071864004448,0.2446547509828203,no_weapon
True,6.928402615712492,9.107767146716643,0.15760486391038755,0.10210849623153888,130.3316404307749,137.18807366540446,28.83463797712097,27.3834315859512,0.21623263956257735,0.2694940338181034,no_weapon
True,7.187230828285629,10.66376678592119,0.11655678247664497,0.08036290524880511,121.04460743928449,126.00015453332185,35.50911104748833,33.18182053483618,0.17104438405417186,0.20856736745791318,no_weapon
True,5.737740447779993,9.838203417930421,0.13487195244468783,0.0626407778351095,104.26692799300359,108.91779973085289,37.46143213406248,39.13654278305173,0.2591926083982256,0.23746910935970053,no_weapon
True,3.4433902284866598,3.862590043145422,0.07082151355049,0.056190266316035006,116.05238791878251,127.0767836762718,33.19134634623087,23.71650668991439,0.23336157072476396,0.21314170837035226,no_weapon
True,4.244175810916461,5.076640599412047,0.06740346040112316,0.049109046732858,116.54091173625922,124.71871003653264,40.867294021828876,30.354452791848967,0.20609880337031258,0.19135259676054447,no_weapon
True,3.7360316549468955,4.489758830838708,0.13029695321094883,0.07714539948810124,112.19566353350056,122.07096287497419,33.17741080009347,31.877185203794806,0.21610220251936335,0.19963506286421617,no_weapon
True,4.233112175634226,5.043685826659382,0.08077218011745355,0.06535105381775946,109.92068231422729,119.15417737016026,33.54285444435976,26.54303261975378,0.2162340615621853,0.23028125039632755,no_weapon
True,5.894812976191112,7.171051592956324,0.12285546945229057,0.06970437330081725,101.02096470550896,111.1819707799019,43.48744145258195,39.56204306628773,0.16552852220804368,0.20133215024455442,no_weapon
True,7.718468353081154,11.26552963400761,0.08129453910165776,0.046534742591865345,109.02993638073859,121.81976465809953,35.92868535685068,31.614775065741174,0.1595972311998834,0.16901336152944124,no_weapon
True,5.1775063134647885,5.761121060182574,0.07937191184988254,0.047958794307221865,118.99092318011124,133.0279088571968,24.633255727427777,18.019870080006974,0.297376276977785,0.3029644558949455,no_weapon
True,4.35880647031317,7.076328778832043,0.07914399751393805,0.09543275886836629,145.28280455578826,137.59204685686598,17.300975918071433,11.482444139151296,0.18010389702295318,0.18004694142841776,no_weapon
True,2.9529291810523666,5.643015067339339,0.06326604184187885,0.08444253544798094,136.36694931907334,131.95865272538236,27.89987048905542,15.107328699523118,0.212355559255305,0.19902098101944204,no_weapon
True,4.130010399839146,7.7661566443064025,0.10377913833850179,0.034544723050175835,114.33608746174603,119.86983772283288,25.12922552301768,20.14022324849247,0.16981384826671944,0.19369502046951442,no_weapon
True,3.825075753223695,4.340199475892985,0.09442081192874935,0.06709780576526116,137.09515752987417,131.66487132447818,24.967230647660983,22.70048200130162,0.18361861094516008,0.21501315603210452,no_weapon
True,0.4335441530938579,1.3319582816462667,0.053328507758180044,0.026110048234298466,107.90973414132475,107.790265963662,18.80138938374103,22.485153488986338,0.2315831708956972,0.24513983686262972,no_weapon
True,0.28767747604742666,0.15675323967804528,0.062928802240232,0.045622831449709904,83.73571144730347,77.45324217225108,20.383034090174494,21.888814877722922,0.22468670188884146,0.22704136230358532,no_weapon
True,0.8940406543288518,0.7767501988898162,0.10474688752321666,0.08812071478699823,114.4335204593553,144.0817863876668,18.94126756438756,14.207191154750944,0.1627311442222562,0.22671240316924077,no_weapon
True,1.1284436304334426,2.4765400811963025,0.0447390046384745,0.03223182509292744,110.75191662966648,144.6414920761618,10.066940286384433,9.188037801739558,0.15347794925214953,0.20473828673260716,no_weapon
True,0.933228949791237,0.41895663577713066,0.09818755722899088,0.1296013095825369,86.38895565555569,118.50734464610102,11.681802423302722,20.042795199302354,0.1757494213045927,0.1800140587156429,no_weapon
