torso_visible,torso_width_mean,torso_width_std,armL_visible,armR_visible,arm_amp_L,arm_amp_R,arm_asym,legs_visible,stride_mean,stride_std,valid,label
0.2540983606557377,,,0.2540983606557377,0.2540983606557377,,,,0.2540983606557377,,,True,no_weapon
0.8939393939393939,,,0.8939393939393939,0.8939393939393939,,,,0.8939393939393939,,,True,no_weapon
0.4700854700854701,,,0.4700854700854701,0.4700854700854701,,,,0.4700854700854701,,,True,no_weapon
0.7520661157024794,,,0.7520661157024794,0.7520661157024794,,,,0.7520661157024794,,,True,no_weapon
0.5079365079365079,,,0.5079365079365079,0.5079365079365079,,,,0.5079365079365079,,,True,no_weapon
0.5662650602409639,,,0.5662650602409639,0.5662650602409639,,,,0.5662650602409639,,,True,no_weapon
0.773109243697479,,,0.773109243697479,0.773109243697479,,,,0.773109243697479,,,True,no_weapon
0.8823529411764706,,,0.8823529411764706,0.8823529411764706,,,,0.8823529411764706,,,True,no_weapon
0.5,,,0.5,0.5,,,,0.5,,,True,no_weapon
0.7815126050420168,,,0.7815126050420168,0.7815126050420168,,,,0.7815126050420168,,,True,no_weapon
0.9,,,0.9,0.9,,,,0.9,,,True,no_weapon
0.5376344086021505,,,0.5376344086021505,0.5376344086021505,,,,0.5376344086021505,,,True,no_weapon
0.5609756097560976,,,0.5609756097560976,0.5609756097560976,,,,0.5609756097560976,,,True,no_weapon
0.5454545454545454,,,0.5454545454545454,0.5454545454545454,,,,0.5454545454545454,,,True,no_weapon
0.5897435897435898,,,0.5897435897435898,0.5897435897435898,,,,0.5897435897435898,,,True,no_weapon
0.504424778761062,,,0.504424778761062,0.504424778761062,,,,0.504424778761062,,,True,no_weapon
0.5,,,0.5,0.5,,,,0.5,,,True,no_weapon
0.6767676767676768,,,0.6767676767676768,0.6767676767676768,,,,0.6767676767676768,,,True,no_weapon
0.5714285714285714,,,0.5714285714285714,0.5714285714285714,,,,0.5714285714285714,,,True,no_weapon
0.75,,,0.75,0.75,,,,0.75,,,True,no_weapon
0.9230769230769231,,,0.9230769230769231,0.9230769230769231,,,,0.9230769230769231,,,True,no_weapon
0.8478260869565217,,,0.8478260869565217,0.8478260869565217,,,,0.8478260869565217,,,True,no_weapon
0.7941176470588235,,,0.7941176470588235,0.7941176470588235,,,,0.7941176470588235,,,True,no_weapon
0.9770992366412213,,,0.9770992366412213,0.9770992366412213,,,,0.9770992366412213,,,True,no_weapon
0.9565217391304348,,,0.9565217391304348,0.9565217391304348,,,,0.9565217391304348,,,True,no_weapon
0.989247311827957,,,0.989247311827957,0.989247311827957,,,,0.989247311827957,,,True,no_weapon
0.9083969465648855,,,0.9083969465648855,0.9083969465648855,,,,0.9083969465648855,,,True,no_weapon
0.9259259259259259,,,0.9259259259259259,0.9259259259259259,,,,0.9259259259259259,,,True,no_weapon
1.0,0.10360173191356137,0.022977174394570202,1.0,1.0,0.22659474429801224,0.28897723944138515,0.06238249514337291,1.0,0.06868971480464887,0.027499415441215903,True,no_weapon
0.9926470588235294,,,0.9926470588235294,0.9926470588235294,,,,0.9926470588235294,,,True,no_weapon
0.9193548387096774,,,0.9193548387096774,0.9193548387096774,,,,0.9193548387096774,,,True,no_weapon
0.6875,,,0.6875,0.6875,,,,0.6875,,,True,no_weapon
0.896551724137931,,,0.896551724137931,0.896551724137931,,,,0.896551724137931,,,True,no_weapon
0.7410714285714286,,,0.7410714285714286,0.7410714285714286,,,,0.7410714285714286,,,True,no_weapon
0.88,,,0.88,0.88,,,,0.88,,,True,no_weapon
0.5826771653543307,,,0.5826771653543307,0.5826771653543307,,,,0.5826771653543307,,,True,no_weapon
0.8636363636363636,,,0.8636363636363636,0.8636363636363636,,,,0.8636363636363636,,,True,no_weapon
0.88,,,0.88,0.88,,,,0.88,,,True,no_weapon
0.9736842105263158,,,0.9736842105263158,0.9736842105263158,,,,0.9736842105263158,,,True,no_weapon
1.0,0.11233115415403344,0.051645783820049,1.0,1.0,0.12502996817795553,0.14974779037380087,0.02471782219584534,1.0,0.11709027480090956,0.08416060960768293,True,no_weapon
1.0,0.07660729449058333,0.05771976779516738,1.0,1.0,0.19987102236488835,0.187739971316146,0.012131051048742347,1.0,0.07821981284704145,0.07040068983369753,True,no_weapon
0.6973684210526315,,,0.6973684210526315,0.6973684210526315,,,,0.6973684210526315,,,True,no_weapon
0.3546099290780142,,,0.3546099290780142,0.3546099290780142,,,,0.3546099290780142,,,True,no_weapon
1.0,0.21307539682859142,0.15959345704613584,1.0,1.0,0.20269315192270282,0.1748596085574647,0.027833543365238106,1.0,0.21726873893787252,0.10616598342753059,True,no_weapon
1.0,0.12768748581417866,0.014284404434374582,1.0,1.0,0.12559023200989397,0.10547187932177404,0.020118352688119928,1.0,0.12471688499887351,0.07614888635660705,True,no_weapon
1.0,0.1524961620585988,0.0034161514307641545,1.0,1.0,0.22913016281567197,0.09052649767162772,0.13860366514404426,1.0,0.11476691787155302,0.05544754271999401,True,no_weapon
0.8870056497175142,,,0.8870056497175142,0.8870056497175142,,,,0.8870056497175142,,,True,no_weapon
0.655367231638418,,,0.655367231638418,0.655367231638418,,,,0.655367231638418,,,True,no_weapon
0.4685714285714286,,,0.4685714285714286,0.4685714285714286,,,,0.4685714285714286,,,True,no_weapon
0.8160919540229885,,,0.8160919540229885,0.8160919540229885,,,,0.8160919540229885,,,True,no_weapon
0.8651685393258427,,,0.8651685393258427,0.8651685393258427,,,,0.8651685393258427,,,True,no_weapon
0.9553072625698324,,,0.9553072625698324,0.9553072625698324,,,,0.9553072625698324,,,True,no_weapon
0.9833333333333333,,,0.9833333333333333,0.9833333333333333,,,,0.9833333333333333,,,True,no_weapon
0.9823008849557522,,,0.9823008849557522,0.9823008849557522,,,,0.9823008849557522,,,True,no_weapon
1.0,0.2846526582601142,0.060491073545762095,1.0,1.0,0.23438674681448518,0.32085154953829803,0.08646480272381285,1.0,0.16155701500453234,0.06492420568639654,True,no_weapon
1.0,0.24301240710462746,0.02854442375881133,1.0,1.0,0.35718869835684847,0.2518924493333719,0.10529624902347656,1.0,0.10261686688559594,0.021612165944944025,True,no_weapon
0.2826086956521739,,,0.2826086956521739,0.2826086956521739,,,,0.2826086956521739,,,True,no_weapon
0.5538461538461539,,,0.5538461538461539,0.5538461538461539,,,,0.5538461538461539,,,True,no_weapon
0.25,,,0.25,0.25,,,,0.25,,,True,no_weapon
0.9615384615384616,,,0.9615384615384616,0.9615384615384616,,,,0.9615384615384616,,,True,no_weapon
1.0,0.29144136289896555,0.08397194060925472,1.0,1.0,0.33325980061327803,0.24488026132754154,0.0883795392857365,1.0,0.09250726168687913,0.05654050028245464,True,no_weapon
0.7142857142857143,,,0.7142857142857143,0.7142857142857143,,,,0.7142857142857143,,,True,no_weapon
0.9142857142857143,,,0.9142857142857143,0.9142857142857143,,,,0.9142857142857143,,,True,no_weapon
0.9703703703703703,,,0.9703703703703703,0.9703703703703703,,,,0.9703703703703703,,,True,no_weapon
0.9767441860465116,,,0.9767441860465116,0.9767441860465116,,,,0.9767441860465116,,,True,no_weapon
1.0,0.10064927617027189,0.052738928962761236,1.0,1.0,0.24318885915164512,0.2611238257471055,0.0179349665954604,1.0,0.19594777456718393,0.1250355965285236,True,no_weapon
0.7090909090909091,,,0.7090909090909091,0.7090909090909091,,,,0.7090909090909091,,,True,no_weapon
0.9583333333333334,,,0.9583333333333334,0.9583333333333334,,,,0.9583333333333334,,,True,no_weapon
1.0,0.2427406244247669,0.04703582864087249,1.0,1.0,0.20168844081721704,0.25591777971531826,0.05422933889810122,1.0,0.16309397260771072,0.08196137822511311,True,no_weapon
1.0,0.2214396820571751,0.028899755222534605,1.0,1.0,0.3838268409030336,0.242573941575131,0.14125289932790258,1.0,0.09577358457080619,0.028327706273949795,True,no_weapon
0.4298245614035088,,,0.4298245614035088,0.4298245614035088,,,,0.4298245614035088,,,True,no_weapon
0.42857142857142855,,,0.42857142857142855,0.42857142857142855,,,,0.42857142857142855,,,True,no_weapon
0.7766990291262136,,,0.7766990291262136,0.7766990291262136,,,,0.7766990291262136,,,True,no_weapon
0.5217391304347826,,,0.5217391304347826,0.5217391304347826,,,,0.5217391304347826,,,True,no_weapon
0.9722222222222222,,,0.9722222222222222,0.9722222222222222,,,,0.9722222222222222,,,True,no_weapon
0.14444444444444443,,,0.14444444444444443,0.14444444444444443,,,,0.14444444444444443,,,True,no_weapon
0.7049180327868853,,,0.7049180327868853,0.7049180327868853,,,,0.7049180327868853,,,True,no_weapon
0.4444444444444444,,,0.4444444444444444,0.4444444444444444,,,,0.4444444444444444,,,True,no_weapon
0.7469879518072289,,,0.7469879518072289,0.7469879518072289,,,,0.7469879518072289,,,True,no_weapon
0.7966101694915254,,,0.7966101694915254,0.7966101694915254,,,,0.7966101694915254,,,True,no_weapon
0.6037735849056604,,,0.6037735849056604,0.6037735849056604,,,,0.6037735849056604,,,True,no_weapon
1.0,0.12238486743975735,0.07962688755606097,1.0,1.0,0.33335005385259636,0.3429419916156729,0.009591937763076541,1.0,0.12569219152977296,0.027584707058945408,True,no_weapon
1.0,0.3188188210770145,0.032300004511632736,1.0,1.0,0.5757490160096048,0.45147467840362165,0.12427433760598317,1.0,0.2055278820549769,0.020012639547943228,True,no_weapon
1.0,0.192152591324135,0.07848795402148986,1.0,1.0,0.3891564927489166,0.3992643466761032,0.010107853927186605,1.0,0.07280628683388299,0.020386671788238126,True,no_weapon
1.0,0.18201979508790675,0.06942245014026001,1.0,1.0,0.541730590825651,0.39443672578833255,0.14729386503731845,1.0,0.1583054182651984,0.027195339951446053,True,no_weapon
1.0,0.21489154875476602,0.05129075933399038,1.0,1.0,0.5112694672235134,0.3675252763860251,0.1437441908374883,1.0,0.14805968451759272,0.032217996756332405,True,no_weapon
1.0,0.17333099914323366,0.04041258476477228,1.0,1.0,0.35593303567478934,0.34750037779085324,0.008432657883936101,1.0,0.0745263531949804,0.017672412442636856,True,no_weapon
0.9333333333333333,,,0.9333333333333333,0.9333333333333333,,,,0.9333333333333333,,,True,no_weapon
0.9166666666666666,,,0.9166666666666666,0.9166666666666666,,,,0.9166666666666666,,,True,no_weapon
1.0,0.09184075842192803,0.04682069041237711,1.0,1.0,0.28174244408762567,0.23358857544289782,0.04815386864472784,1.0,0.06867575647186754,0.055728077547043446,True,no_weapon
1.0,0.23096280803799876,0.05021402829802713,1.0,1.0,0.2688317870110347,0.2842515670251618,0.015419780014127082,1.0,0.12020637029379584,0.03820597632311564,True,no_weapon
0.975,,,0.975,0.975,,,,0.975,,,True,no_weapon
0.10526315789473684,,,0.10526315789473684,0.10526315789473684,,,,0.10526315789473684,,,True,no_weapon
