valid,mean_velocity,std_velocity,mean_stride,std_stride,mean_knee_angle_left,mean_knee_angle_right,std_knee_angle_left,std_knee_angle_right,mean_arm_amp_left,mean_arm_amp_right,torso_visible,torso_width_mean,torso_width_std,armL_visible,armR_visible,arm_amp_L,arm_amp_R,arm_asym,legs_visible,stride_mean,stride_std,legs_missing,label
True,2.4586558097455797,3.426574088645945,0.1420205565467361,0.090095469899241,132.95673707775703,129.58718968945385,22.4250277219146,21.59669859269805,0.27477051245567885,0.30266410055161647,0.9553072625698324,,,0.9553072625698324,0.9553072625698324,,,,0.9553072625698324,,,0.0,no_weapon
True,0.7334843052792195,0.7405691616631644,0.10384459891526776,0.037248230317697424,70.7842340733379,91.75092451460313,24.546794111722527,18.432077500378433,0.3249665386287309,0.20535465057084076,0.9833333333333333,,,0.9833333333333333,0.9833333333333333,,,,0.9833333333333333,,,0.0,no_weapon
True,0.9961883874105658,0.898535995710927,0.16596874085182292,0.08761423401493912,153.54832250915013,152.95698707448693,17.956638266367086,10.484506731221533,0.2669031262320731,0.1631072588048314,0.9823008849557522,,,0.9823008849557522,0.9823008849557522,,,,0.9823008849557522,,,0.0,no_weapon
True,0.461492659333679,0.40605383482608054,0.16155701500453234,0.06492420568639654,152.48919735828625,158.79279170356992,9.634130326127893,10.019024306158295,0.23438674681448518,0.32085154953829803,1.0,0.2846526582601142,0.060491073545762095,1.0,1.0,0.23438674681448518,0.32085154953829803,0.08646480272381285,1.0,0.16155701500453234,0.06492420568639654,0.0,no_weapon
True,0.37449351465685043,0.3827140773143181,0.10261686688559594,0.021612165944944025,77.33953770968657,84.42378730173222,8.449757414313556,10.447972068152133,0.35718869835684847,0.2518924493333719,1.0,0.24301240710462746,0.02854442375881133,1.0,1.0,0.35718869835684847,0.2518924493333719,0.10529624902347656,1.0,0.10261686688559594,0.021612165944944025,0.0,no_weapon
True,1.0251573587941292,0.4797851549638223,0.0850735155521305,0.09892376686513442,109.57267218833466,103.74795735192434,24.64702256991035,31.46104789210826,0.08690594971310903,0.11838498909597593,0.2826086956521739,,,0.2826086956521739,0.2826086956521739,,,,0.2826086956521739,,,0.0,no_weapon
True,1.2421757790229968,1.015195514035357,0.13523192001112372,0.0756282995247014,125.06372090929955,134.57312272917088,12.795095024579794,19.128450541771088,0.16756513167412276,0.20413622517099358,0.5538461538461539,,,0.5538461538461539,0.5538461538461539,,,,0.5538461538461539,,,0.0,no_weapon
True,1.4299516996121993,0.7381212699797202,0.026302611804598877,0.014263967932199102,80.77051019422949,104.39564188947986,15.34887167209211,14.106339003399224,0.24200576937753956,0.28459020277201286,0.25,,,0.25,0.25,,,,0.25,,,0.0,no_weapon
True,1.490151851683605,1.4905112567285408,0.1333495646936259,0.06248194009523749,134.96471918635248,142.47354919637772,10.505191848182827,18.369150819145727,0.1958455439492937,0.26205098253405207,0.9615384615384616,,,0.9615384615384616,0.9615384615384616,,,,0.9615384615384616,,,0.0,no_weapon
True,1.6365240534021899,1.6149557483183825,0.09250726168687913,0.05654050028245464,122.74005553218163,119.0084385876045,15.909360201070234,22.439205480594417,0.33325980061327803,0.24488026132754154,1.0,0.29144136289896555,0.08397194060925472,1.0,1.0,0.33325980061327803,0.24488026132754154,0.0883795392857365,1.0,0.09250726168687913,0.05654050028245464,0.0,no_weapon
True,2.256463123677562,2.1055883484327365,0.07745810792472921,0.043736450485998946,119.87071201128386,125.00850638286796,22.646798542625522,25.92599396176922,0.23184368487971663,0.1821074724433677,0.7142857142857143,,,0.7142857142857143,0.7142857142857143,,,,0.7142857142857143,,,0.0,no_weapon
True,1.9470769560592864,3.6407039044862475,0.14278102733121834,0.07595019849214289,133.72199054233215,127.61499217709377,15.599164281104223,15.20251362632889,0.21059606176798856,0.21188595674499794,0.9142857142857143,,,0.9142857142857143,0.9142857142857143,,,,0.9142857142857143,,,0.0,no_weapon
True,1.8362276464106284,3.836677121713106,0.10981398317186794,0.05224758435465333,132.9281136759369,127.54774982490868,16.17923466279093,13.19219168628179,0.3087592313036014,0.3059027263410653,0.9703703703703703,,,0.9703703703703703,0.9703703703703703,,,,0.9703703703703703,,,0.0,no_weapon
True,1.9102104627240404,1.7454067369015533,0.08557451188701934,0.0563402003457612,122.47396224865827,124.40655861021966,31.631850131697433,18.285342862652662,0.2799255306697238,0.2848801259604749,0.9767441860465116,,,0.9767441860465116,0.9767441860465116,,,,0.9767441860465116,,,0.0,no_weapon
True,0.5194825235844385,0.4495124722594146,0.19594777456718393,0.1250355965285236,61.63346313354357,113.29425305139107,13.755800516522756,24.946699274592643,0.24318885915164512,0.2611238257471055,1.0,0.10064927617027189,0.052738928962761236,1.0,1.0,0.24318885915164512,0.2611238257471055,0.0179349665954604,1.0,0.19594777456718393,0.1250355965285236,0.0,no_weapon
True,0.8535022629999012,0.7127162385577187,0.11165459117339147,0.05431936259913441,122.8411192197063,126.25814633709189,18.98357424685009,16.826291605112758,0.18116809190204708,0.13978314610042777,0.7090909090909091,,,0.7090909090909091,0.7090909090909091,,,,0.7090909090909091,,,0.0,no_weapon
True,1.058510539491146,0.8698700025706396,0.17776119821180272,0.0923462703458609,124.82169916879613,131.2035637777893,7.677548477831671,11.302119340107675,0.2062370465496024,0.3426791629449583,0.9583333333333334,,,0.9583333333333334,0.9583333333333334,,,,0.9583333333333334,,,0.0,no_weapon
True,0.5644980137782591,0.4685975153255278,0.16309397260771072,0.08196137822511311,151.23530075067018,154.30892258728986,7.986650158028992,17.419550522377577,0.20168844081721704,0.25591777971531826,1.0,0.2427406244247669,0.04703582864087249,1.0,1.0,0.20168844081721704,0.25591777971531826,0.05422933889810122,1.0,0.16309397260771072,0.08196137822511311,0.0,no_weapon
True,0.38581329033914435,0.3154902550126315,0.09577358457080619,0.028327706273949795,72.30533571838038,76.39251243479696,6.7170713406921285,11.30061085832281,0.3838268409030336,0.242573941575131,1.0,0.2214396820571751,0.028899755222534605,1.0,1.0,0.3838268409030336,0.242573941575131,0.14125289932790258,1.0,0.09577358457080619,0.028327706273949795,0.0,no_weapon
True,0.9324977173446124,0.6034814603295763,0.12263170585933507,0.10900099217855307,129.61698270780053,126.69872402506525,14.878967719973684,16.584226901518743,0.20358547974621788,0.14489263334609773,0.4298245614035088,,,0.4298245614035088,0.4298245614035088,,,,0.4298245614035088,,,0.0,no_weapon
True,1.794059967657499,1.3989788565429941,0.07865412475255723,0.05037265738612477,135.55693756599157,135.97287990662002,7.001766028264743,9.62106483671641,0.3942090540194139,0.2962420650685914,0.42857142857142855,,,0.42857142857142855,0.42857142857142855,,,,0.42857142857142855,,,0.0,no_weapon
True,1.1698224285081855,2.524154688454516,0.05592136555023356,0.034055906534325206,123.41327032518613,133.29707417733738,18.594326898958165,18.70304724202218,0.15873712583373067,0.1721049175795064,0.7766990291262136,,,0.7766990291262136,0.7766990291262136,,,,0.7766990291262136,,,0.0,no_weapon
True,1.3488401120019347,1.6011082760844224,0.06949903246058747,0.05753985725346999,136.6540513277995,151.17248543641145,19.622731652504747,22.77515982324834,0.2794217787084612,0.19418419895693237,0.5217391304347826,,,0.5217391304347826,0.5217391304347826,,,,0.5217391304347826,,,0.0,no_weapon
True,1.135414879045035,1.6292959392103659,0.10845683134306978,0.045014746145816784,57.03689518099891,52.74103576127673,27.31048808926169,29.583041701345866,0.4196674966056387,0.42787376914292163,0.9722222222222222,,,0.9722222222222222,0.9722222222222222,,,,0.9722222222222222,,,0.0,no_weapon
True,2.3861022020003904,3.418517069805867,0.08074811551194114,0.040214426641064324,126.32620117208297,139.8112213648005,28.631328469694996,21.174363875421758,0.28067671193507415,0.23565418195353283,0.14444444444444443,,,0.14444444444444443,0.14444444444444443,,,,0.14444444444444443,,,1.0,no_weapon
True,0.7006340839425517,1.026060856248105,0.15540748653820632,0.10015165488448928,123.37268748878208,135.35091054706137,22.025548333395793,25.637444666091895,0.20122271439223838,0.2792098553166508,0.7049180327868853,,,0.7049180327868853,0.7049180327868853,,,,0.7049180327868853,,,0.0,no_weapon
True,1.6000301917403597,1.357109580526597,0.06892984639122528,0.03896226653471409,131.06166711736242,136.41606723821707,16.854049512661465,14.956096553333747,0.2724022797088679,0.21688290482501557,0.4444444444444444,,,0.4444444444444444,0.4444444444444444,,,,0.4444444444444444,,,0.0,no_weapon
True,1.353667613973426,2.0244723391837467,0.1236040335892108,0.06966407564722593,117.03012951595511,117.37367906671294,23.892926085722177,21.51889907467207,0.164587738151155,0.185908045357174,0.7469879518072289,,,0.7469879518072289,0.7469879518072289,,,,0.7469879518072289,,,0.0,no_weapon
True,3.8151331235537866,6.270890701440385,0.1681097635535206,0.10860859226974237,129.60027789527555,135.02471481358052,18.487185168604466,19.221151194690663,0.2822983302020613,0.19129667714766294,0.7966101694915254,,,0.7966101694915254,0.7966101694915254,,,,0.7966101694915254,,,0.0,no_weapon
True,2.2543292035031484,1.6973300146340544,0.09313114424781145,0.0678166008979851,136.5157122620625,139.04963519089176,13.7823235215981,11.583432732115806,0.28640963689308857,0.23518096576770828,0.6037735849056604,,,0.6037735849056604,0.6037735849056604,,,,0.6037735849056604,,,0.0,no_weapon
True,0.1997634436636113,0.28525485634020076,0.12569219152977296,0.027584707058945408,133.12667831022708,163.7403740245111,6.475103875498991,5.256418671328353,0.33335005385259636,0.3429419916156729,1.0,0.12238486743975735,0.07962688755606097,1.0,1.0,0.33335005385259636,0.3429419916156729,0.009591937763076541,1.0,0.12569219152977296,0.027584707058945408,0.0,no_weapon
True,0.2682056775856004,0.2209307146861952,0.2055278820549769,0.020012639547943228,133.43899198035544,157.85884251900052,8.31312339347025,7.287278039524584,0.5757490160096048,0.45147467840362165,1.0,0.3188188210770145,0.032300004511632736,1.0,1.0,0.5757490160096048,0.45147467840362165,0.12427433760598317,1.0,0.2055278820549769,0.020012639547943228,0.0,no_weapon
True,0.316964811710695,0.27682421954473363,0.07280628683388299,0.020386671788238126,140.91245256533722,149.14930638177128,11.014705462549717,9.32991274331015,0.3891564927489166,0.3992643466761032,1.0,0.192152591324135,0.07848795402148986,1.0,1.0,0.3891564927489166,0.3992643466761032,0.010107853927186605,1.0,0.07280628683388299,0.020386671788238126,0.0,no_weapon
True,0.526084418960598,0.39785287495707045,0.1583054182651984,0.027195339951446053,136.33314283088663,148.76675131530683,6.733877372364739,6.596831466992577,0.541730590825651,0.39443672578833255,1.0,0.18201979508790675,0.06942245014026001,1.0,1.0,0.541730590825651,0.39443672578833255,0.14729386503731845,1.0,0.1583054182651984,0.027195339951446053,0.0,no_weapon
True,0.4908903705402316,0.43043649425680475,0.14805968451759272,0.032217996756332405,134.6365715898028,144.78815775548614,9.750379838566607,13.803064498636024,0.5112694672235134,0.3675252763860251,1.0,0.21489154875476602,0.05129075933399038,1.0,1.0,0.5112694672235134,0.3675252763860251,0.1437441908374883,1.0,0.14805968451759272,0.032217996756332405,0.0,no_weapon
True,0.24876080599924116,0.19430928256468194,0.0745263531949804,0.017672412442636856,137.16184017773838,150.32460601030368,9.569074092410943,9.543214077278709,0.35593303567478934,0.34750037779085324,1.0,0.17333099914323366,0.04041258476477228,1.0,1.0,0.35593303567478934,0.34750037779085324,0.008432657883936101,1.0,0.0745263531949804,0.017672412442636856,0.0,no_weapon
True,1.093727300540173,3.9273924462019725,0.131961879078679,0.050883443959422195,120.2186478055627,104.8347399559236,27.16895712180663,24.080125796828728,0.23870513202819293,0.26120298585451324,0.9333333333333333,,,0.9333333333333333,0.9333333333333333,,,,0.9333333333333333,,,0.0,no_weapon
True,0.6958205763729687,1.6760007100805172,0.07493717960562621,0.07781703452038358,144.16940021870423,115.59919783940988,21.015908603945544,11.464708344425498,0.1914683048765,0.16667616696468224,0.9166666666666666,,,0.9166666666666666,0.9166666666666666,,,,0.9166666666666666,,,0.0,no_weapon
True,0.5516680808460721,0.4083023020717079,0.06867575647186754,0.055728077547043446,124.66136548636418,133.55358778968923,22.70871074559979,13.714371113004693,0.28174244408762567,0.23358857544289782,1.0,0.09184075842192803,0.04682069041237711,1.0,1.0,0.28174244408762567,0.23358857544289782,0.04815386864472784,1.0,0.06867575647186754,0.055728077547043446,0.0,no_weapon
True,0.9383137111404541,0.6540408922829707,0.12020637029379584,0.03820597632311564,133.38115360283476,128.44018226499313,19.656097956060655,18.873823796160313,0.2688317870110347,0.2842515670251618,1.0,0.23096280803799876,0.05021402829802713,1.0,1.0,0.2688317870110347,0.2842515670251618,0.015419780014127082,1.0,0.12020637029379584,0.03820597632311564,0.0,no_weapon
True,0.6311835059120211,0.5657619263342907,0.08131026714987091,0.03419921304843838,144.18310954971534,137.63283370528214,12.812562630256421,10.305558508889522,0.13280700138293378,0.2028275413244477,0.975,,,0.975,0.975,,,,0.975,,,0.0,no_weapon
True,,,,,,,,,,,0.10526315789473684,,,0.10526315789473684,0.10526315789473684,,,,0.10526315789473684,,,1.0,no_weapon
True,2.5024503461535232,2.9107185244851155,0.12695213284842882,0.07749439661199324,115.59774819569692,121.0052594250393,24.434684885380072,19.087855164170666,0.16641593141350783,0.21750019442837173,0.21323529411764705,,,0.21323529411764705,0.21323529411764705,,,,0.21323529411764705,,,0.0,no_weapon
