valid,mean_velocity,std_velocity,mean_stride,std_stride,mean_knee_angle_left,mean_knee_angle_right,std_knee_angle_left,std_knee_angle_right,mean_arm_amp_left,mean_arm_amp_right,torso_visible,torso_width_mean,torso_width_std,armL_visible,armR_visible,arm_amp_L,arm_amp_R,arm_asym,legs_visible,stride_mean,stride_std,legs_missing,label
True,0.5120053181618243,0.5216334511442565,0.09042072198671207,0.08584747924197769,87.3748224699704,99.84299201496948,32.06572189611201,23.04635130063494,0.11019919191270418,0.15474855943270563,0.2540983606557377,,,0.2540983606557377,0.2540983606557377,,,,0.2540983606557377,,,0.0,no_weapon
True,0.3601640665108681,0.5751146442685618,0.0952673788504081,0.046494406443628254,116.59102967503074,117.73584594275611,25.433545316635144,30.18320596889252,0.11993628423192385,0.18087193578926497,0.8939393939393939,,,0.8939393939393939,0.8939393939393939,,,,0.8939393939393939,,,0.0,no_weapon
True,0.3113510265983035,0.5107444306647602,0.14973812879036982,0.09707259229139525,70.33984103942348,79.89773378484153,24.06925453166153,23.389040863153138,0.11614381103729927,0.1266697784813066,0.4700854700854701,,,0.4700854700854701,0.4700854700854701,,,,0.4700854700854701,,,0.0,no_weapon
True,3.4224558043063693,5.628696472638578,0.10842010528564801,0.08054085484032979,122.18782265588725,122.57074719711586,19.16022804087194,25.479687179384793,0.11755748734129992,0.13823403121091396,0.7520661157024794,,,0.7520661157024794,0.7520661157024794,,,,0.7520661157024794,,,0.0,no_weapon
True,1.8457882692722678,1.68680196133397,0.12556468790799252,0.07410473122414081,137.62688384052424,137.37839578684154,18.247998911946322,18.512882886085645,0.24686792878793973,0.348789265190182,0.5079365079365079,,,0.5079365079365079,0.5079365079365079,,,,0.5079365079365079,,,0.0,no_weapon
True,2.914424333530245,6.516074022989318,0.101304631656518,0.04794328439900371,115.45662723884524,114.82674443498455,14.460833038400594,17.43249810397098,0.13970633784942907,0.16904068289553714,0.5662650602409639,,,0.5662650602409639,0.5662650602409639,,,,0.5662650602409639,,,0.0,no_weapon
True,1.6449359338397171,2.4200780322911495,0.08582021975022378,0.04847717523051206,117.76850773206652,121.23740031798827,17.402280410241715,16.224821180882344,0.14749798183151372,0.16268550575130655,0.773109243697479,,,0.773109243697479,0.773109243697479,,,,0.773109243697479,,,0.0,no_weapon
True,2.1791083598878673,4.654879982568745,0.09454834885761589,0.060645960669391104,101.91277715126665,104.1405894102675,15.01513732455211,16.347238335091202,0.1493204629843363,0.1286575268266748,0.8823529411764706,,,0.8823529411764706,0.8823529411764706,,,,0.8823529411764706,,,0.0,no_weapon
True,3.841893165353024,8.068083532865085,0.06100500710358804,0.055036943793097565,115.02665619767666,118.33303789908975,16.04802905974024,20.506721720557334,0.13498070566429432,0.18064671453202022,0.5,,,0.5,0.5,,,,0.5,,,0.0,no_weapon
True,1.8713527899105,4.287745971204081,0.0863037009350645,0.06607969052909554,117.09205352355924,119.61426483942215,15.62720099800499,16.376160146384088,0.14505679300301297,0.13149986573120995,0.7815126050420168,,,0.7815126050420168,0.7815126050420168,,,,0.7815126050420168,,,0.0,no_weapon
True,3.1583759939418803,5.96750908823433,0.10333303669516898,0.05786051840296041,133.34745134982808,128.51504858368736,15.462242910863553,17.81688711924738,0.21718837339629346,0.24672180740522157,0.9,,,0.9,0.9,,,,0.9,,,0.0,no_weapon
True,5.6612978707752735,9.977208627658047,0.06655564186394504,0.0434718828501098,125.63390512886131,123.16373628309275,19.953271434948146,19.35176571790464,0.12920125776251457,0.13061807945343404,0.5376344086021505,,,0.5376344086021505,0.5376344086021505,,,,0.5376344086021505,,,0.0,no_weapon
True,9.214081497625596,7.751515913921109,0.17512809428963147,0.09461001060387747,124.67351053099966,122.22893687647745,27.742393068366823,33.44586029288779,0.23784145293067765,0.2554507804761757,0.5609756097560976,,,0.5609756097560976,0.5609756097560976,,,,0.5609756097560976,,,0.0,no_weapon
True,7.153104135438869,6.446659699208248,0.12307138957062207,0.06049010209407277,111.48124461488753,116.72825323479022,46.09755520469341,33.8445175054296,0.144956943518316,0.19793836922239566,0.5454545454545454,,,0.5454545454545454,0.5454545454545454,,,,0.5454545454545454,,,0.0,no_weapon
True,8.319858141000653,8.184799576587157,0.09839262287893372,0.07707600957030994,125.54128081942358,128.7109540152889,29.780678519446916,29.73382036688603,0.15896758465079355,0.1881288963096481,0.5897435897435898,,,0.5897435897435898,0.5897435897435898,,,,0.5897435897435898,,,0.0,no_weapon
True,10.170049438072246,9.311484471209077,0.10953663839392355,0.08148500202066146,125.84161553792275,135.28037559805244,29.600328788192563,25.034078263555077,0.1703999132447933,0.18895903167810477,0.504424778761062,,,0.504424778761062,0.504424778761062,,,,0.504424778761062,,,0.0,no_weapon
True,1.017473910444099,0.7695967336436524,0.09795444810164998,0.18508890651542936,141.93595788909153,129.57742398302375,20.800692507135448,17.493975777131247,0.09488482654356394,0.11038025175632489,0.5,,,0.5,0.5,,,,0.5,,,0.0,no_weapon
True,1.6130199563610217,1.9529987840872525,0.12534688128630034,0.0672990955145525,123.34494890693561,117.74912881991018,24.9354191635137,25.6666945985171,0.16604578472116294,0.23101694671833145,0.6767676767676768,,,0.6767676767676768,0.6767676767676768,,,,0.6767676767676768,,,0.0,no_weapon
True,1.5098943118091122,1.1193719948625025,0.12431578392862615,0.0772388005451823,122.41202511477233,121.4416232858374,25.289186587167688,22.209061315330302,0.17623620748882393,0.20701010957772029,0.5714285714285714,,,0.5714285714285714,0.5714285714285714,,,,0.5714285714285714,,,0.0,no_weapon
True,0.7603548177881003,0.48736099568090013,0.038561483722066914,0.024018762752649848,128.4939424546048,106.81338519454191,15.66527927725384,12.212497768308788,0.08428596249382686,0.09503351852088311,0.75,,,0.75,0.75,,,,0.75,,,0.0,no_weapon
True,0.27312997044224024,0.1997212526424748,0.06054286259328386,0.02628868186244549,142.08120608550752,116.68121324712011,9.755768455250847,11.052970184621959,0.2027999609798652,0.09277617557967059,0.9230769230769231,,,0.9230769230769231,0.9230769230769231,,,,0.9230769230769231,,,0.0,no_weapon
True,0.7307573886228238,0.47169125787629973,0.047462439979178435,0.03388630965260373,124.33542511672216,104.92507367442195,18.127339571187182,14.344051622360272,0.07908784279004583,0.08312322150776655,0.8478260869565217,,,0.8478260869565217,0.8478260869565217,,,,0.8478260869565217,,,0.0,no_weapon
True,0.5768844437961599,0.40124555770424497,0.06814613960111199,0.05450841638589728,117.52010681562412,105.10498322985455,19.38315735539687,15.71610487626807,0.19192516409556593,0.18448251374826696,0.7941176470588235,,,0.7941176470588235,0.7941176470588235,,,,0.7941176470588235,,,0.0,no_weapon
True,0.9246322858917312,2.3617684815706235,0.033187205083663025,0.025507173723407245,125.4966071153716,121.93423522133213,11.333616290975481,11.193681299612994,0.06192662713292321,0.08190467106442299,0.9770992366412213,,,0.9770992366412213,0.9770992366412213,,,,0.9770992366412213,,,0.0,no_weapon
True,0.6590994465758467,0.6856074076503869,0.19981789888923782,0.08159511063812527,127.06650080363936,134.59960149230764,12.51434802790087,10.789444552249256,0.22837289687197015,0.25878917160079784,0.9565217391304348,,,0.9565217391304348,0.9565217391304348,,,,0.9565217391304348,,,0.0,no_weapon
True,0.4339025445521019,0.4366900317892562,0.0906318315910376,0.04074236053719667,130.43115652843278,136.96601225540178,11.654068062380011,10.136331355392906,0.164117082349377,0.20307949792736618,0.989247311827957,,,0.989247311827957,0.989247311827957,,,,0.989247311827957,,,0.0,no_weapon
True,0.7724834987868568,0.6739387608253072,0.04590358165061502,0.03278136087164105,132.4673917340692,115.62257144704168,24.389315703927934,23.74258536354535,0.13745480903268534,0.15960491801539503,0.9083969465648855,,,0.9083969465648855,0.9083969465648855,,,,0.9083969465648855,,,0.0,no_weapon
True,0.9766244311441017,0.7257766114480063,0.13158851344713182,0.050520864502900775,115.78756625406217,121.31634150664799,12.51631141610166,10.254002717860983,0.1518087252192738,0.17037451572720919,0.9259259259259259,,,0.9259259259259259,0.9259259259259259,,,,0.9259259259259259,,,0.0,no_weapon
True,0.29522644824341243,0.222860372994517,0.06868971480464887,0.027499415441215903,124.82301780380804,119.49173917731984,11.512783642457277,9.829043089814807,0.22659474429801224,0.28897723944138515,1.0,0.10360173191356137,0.022977174394570202,1.0,1.0,0.22659474429801224,0.28897723944138515,0.06238249514337291,1.0,0.06868971480464887,0.027499415441215903,0.0,no_weapon
True,0.46678612268217706,0.45387413159343104,0.0368982563147257,0.023305261601654914,109.45394349643918,107.24261856889115,13.652533372392567,13.664777445532604,0.1423076402477512,0.12754711879272204,0.9926470588235294,,,0.9926470588235294,0.9926470588235294,,,,0.9926470588235294,,,0.0,no_weapon
True,3.721631869220327,5.900268083066148,0.10173989436998311,0.06419603764597846,136.90783963352814,136.13032859103,20.178488572629366,17.35518086651525,0.18491916985232298,0.19647007217271364,0.9193548387096774,,,0.9193548387096774,0.9193548387096774,,,,0.9193548387096774,,,0.0,no_weapon
True,5.321682623755868,4.695048916769083,0.06764761195160605,0.04948575915557118,132.89655497434376,133.4689156648719,18.50252596638323,17.053331544947877,0.16182141362387079,0.18577205840802954,0.6875,,,0.6875,0.6875,,,,0.6875,,,0.0,no_weapon
True,1.62594227501861,1.4086511572215275,0.10522598317512774,0.053740962641844206,130.499683478613,141.69898053570958,12.901795646140155,10.281133292359643,0.23222522937866846,0.23763519977138314,0.896551724137931,,,0.896551724137931,0.896551724137931,,,,0.896551724137931,,,0.0,no_weapon
True,4.351256509214329,5.441625373053539,0.12936052759958958,0.07718723650363,126.09197743055448,130.25753627894386,23.495110548642103,19.974962136415545,0.23134085608204819,0.33032201780886317,0.7410714285714286,,,0.7410714285714286,0.7410714285714286,,,,0.7410714285714286,,,0.0,no_weapon
True,1.8749136585301187,1.6031135255327018,0.040442277403547416,0.026106508003230694,139.5450829225419,129.05004113768553,11.482471911539275,13.560555038208882,0.1278180307898561,0.13987060044116098,0.88,,,0.88,0.88,,,,0.88,,,0.0,no_weapon
True,1.041376745422721,1.2416690418659095,0.0709904933527456,0.05436833626531972,134.50014957822856,134.83665569795022,18.43383198539227,16.70583882571771,0.14325504783587803,0.11354694556843409,0.5826771653543307,,,0.5826771653543307,0.5826771653543307,,,,0.5826771653543307,,,0.0,no_weapon
True,1.4282203702989802,3.1101191777441586,0.08830748061664093,0.03804976825142084,114.97552946853314,118.06699941114755,16.153125028251463,18.93586356316636,0.18279327007504173,0.20235277741860608,0.8636363636363636,,,0.8636363636363636,0.8636363636363636,,,,0.8636363636363636,,,0.0,no_weapon
True,1.8174073423231254,3.269876002537647,0.10353070309060364,0.05582171657139549,124.41658232912968,121.46951567535433,17.01834783669818,15.556020278599469,0.1299605412824093,0.1704319960257702,0.88,,,0.88,0.88,,,,0.88,,,0.0,no_weapon
True,3.8170070147386617,5.761274482282601,0.0712086370012982,0.05152862468440869,120.16506406769571,137.35473363852492,8.990919195579982,12.129857661336157,0.2862769593953929,0.2415892707279415,0.9736842105263158,,,0.9736842105263158,0.9736842105263158,,,,0.9736842105263158,,,0.0,no_weapon
True,3.343220406188236,3.5196023924881605,0.11709027480090956,0.08416060960768293,127.0050066159131,138.52424450822755,10.081180721485817,14.749200068754194,0.12502996817795553,0.14974779037380087,1.0,0.11233115415403344,0.051645783820049,1.0,1.0,0.12502996817795553,0.14974779037380087,0.02471782219584534,1.0,0.11709027480090956,0.08416060960768293,0.0,no_weapon
True,3.8681608533012657,4.130760749045635,0.07821981284704145,0.07040068983369753,122.68875532057166,135.03390766961033,9.106033547104904,13.183270917510088,0.19987102236488835,0.187739971316146,1.0,0.07660729449058333,0.05771976779516738,1.0,1.0,0.19987102236488835,0.187739971316146,0.012131051048742347,1.0,0.07821981284704145,0.07040068983369753,0.0,no_weapon
True,2.37457690900926,2.164276909986966,0.1053929498342368,0.0634803616634939,98.15572306904407,109.85486350572239,20.869212131779776,27.16647730136191,0.182637541957428,0.20290702544011782,0.6973684210526315,,,0.6973684210526315,0.6973684210526315,,,,0.6973684210526315,,,0.0,no_weapon
True,1.946475316105685,2.255838335076575,0.12234934995578803,0.06263890648907058,89.24358460302392,88.85168236397584,23.844592062437133,28.315524017943112,0.5635769808962676,0.8034790633502081,0.3546099290780142,,,0.3546099290780142,0.3546099290780142,,,,0.3546099290780142,,,0.0,no_weapon
True,1.0368954744578174,1.7424800964751823,0.21726873893787252,0.10616598342753059,132.76366975146496,117.84894742227544,16.47976409931433,26.13261472366461,0.20269315192270282,0.1748596085574647,1.0,0.21307539682859142,0.15959345704613584,1.0,1.0,0.20269315192270282,0.1748596085574647,0.027833543365238106,1.0,0.21726873893787252,0.10616598342753059,0.0,no_weapon
True,0.1716672464517288,0.2451014505310081,0.12471688499887351,0.07614888635660705,113.00963796178647,112.74106234210245,17.327653499147715,22.55947671160596,0.12559023200989397,0.10547187932177404,1.0,0.12768748581417866,0.014284404434374582,1.0,1.0,0.12559023200989397,0.10547187932177404,0.020118352688119928,1.0,0.12471688499887351,0.07614888635660705,0.0,no_weapon
True,0.2963532259435023,0.2956564599512377,0.11476691787155302,0.05544754271999401,128.24509775698223,124.56364717489791,12.510580678589895,8.186194405530495,0.22913016281567197,0.09052649767162772,1.0,0.1524961620585988,0.0034161514307641545,1.0,1.0,0.22913016281567197,0.09052649767162772,0.13860366514404426,1.0,0.11476691787155302,0.05544754271999401,0.0,no_weapon
True,1.2722176561240994,1.4109285013149209,0.06876704157751326,0.04116733583428572,132.6947532887488,132.25333518484865,21.172555915089095,14.89926870494619,0.415962156749563,0.25130851459197956,0.8870056497175142,,,0.8870056497175142,0.8870056497175142,,,,0.8870056497175142,,,0.0,no_weapon
True,1.3239630276412644,1.414810084825258,0.11259659364918148,0.052355172537943584,107.86122438487372,116.13581303727491,24.01938421741143,19.846343635088175,0.32147994193615037,0.17751318097116797,0.655367231638418,,,0.655367231638418,0.655367231638418,,,,0.655367231638418,,,0.0,no_weapon
True,1.4558614834079258,1.548524126398927,0.08656707730959007,0.08333801976051339,125.66285524041386,119.08352038860805,28.13585613077684,18.81595137247711,0.1641112973992839,0.1544257481881099,0.4685714285714286,,,0.4685714285714286,0.4685714285714286,,,,0.4685714285714286,,,0.0,no_weapon
True,2.1701132778633516,2.673462515191771,0.1293766219321231,0.0983833871413857,129.0349005276886,122.97254014594687,23.21427179842759,21.04941505840126,0.16156723384241276,0.13558842769369867,0.8160919540229885,,,0.8160919540229885,0.8160919540229885,,,,0.8160919540229885,,,0.0,no_weapon
True,2.0111132274514816,2.282521068523528,0.09536458784263543,0.06736878091286139,127.36107531466338,128.49176004886553,24.17777459162737,24.85135806011115,0.25229423927240996,0.21125879961349073,0.8651685393258427,,,0.8651685393258427,0.8651685393258427,,,,0.8651685393258427,,,0.0,no_weapon
