valid,mean_velocity,std_velocity,mean_stride,std_stride,mean_knee_angle_left,mean_knee_angle_right,std_knee_angle_left,std_knee_angle_right,mean_arm_amp_left,mean_arm_amp_right,torso_visible,torso_width_mean,torso_width_std,armL_visible,armR_visible,arm_amp_L,arm_amp_R,arm_asym,legs_visible,stride_mean,stride_std,step_freq,dct_1,dct_2,dct_3,legs_missing,label
True,0.41682078562400193,0.44981044770647777,0.01901041962035537,0.009809995462587331,164.2106187659507,168.65009319217106,6.675403517067499,4.312200226295029,0.053828895341431565,0.07332710117979557,0.728,,,0.728,0.728,,,,0.728,,,0.6593406593406593,4.364362357852862e-18,-0.03315472069811754,-0.0180185560527246,0.0,no_weapon
True,0.3520094259877456,0.3403879408222011,0.03399637963645011,0.12208687824062071,158.3085393340802,161.9092064296722,22.98360410440684,22.521644841518413,0.08022643778304045,0.08989101312570894,0.1736111111111111,,,0.1736111111111111,0.1736111111111111,,,,0.1736111111111111,,,3.5999999999999996,-1.665334536937735e-17,0.07503920144547371,-0.09516441958700245,1.0,no_weapon
True,0.4750838266239587,0.3591913361853622,0.014723348438384966,0.006276931987574126,160.5787494014969,164.83932333374418,8.533017737289734,5.628613957168593,0.0760652260194972,0.10406810632157552,0.452991452991453,,,0.452991452991453,0.452991452991453,,,,0.452991452991453,,,4.528301886792453,-2.859391139462452e-18,-0.0061780233806075354,-0.0033946552056612267,0.0,no_weapon
True,0.5007069985914416,0.5170277666606854,0.0330021711905027,0.04183323546102427,108.27281831398652,108.15697987124038,52.78828053451268,54.07046573494452,0.08665213862480313,0.09706707597369112,0.8503937007874016,,,0.8503937007874016,0.8503937007874016,,,,0.8503937007874016,,,0.2777777777777778,7.745266375711577e-17,-0.06443662813488832,0.11863352654189643,0.0,no_weapon
True,0.1785365053190464,0.2366157569513756,0.034522006701888895,0.02177725487917332,158.3897886601572,160.61683409143834,16.614595611343194,13.114717091303634,0.05518764192166268,0.06124938386333536,1.0,0.04833244695258456,0.010169477688964973,1.0,1.0,0.05518764192166268,0.06124938386333536,0.00606174194167268,1.0,0.034522006701888895,0.02177725487917332,0.5042016806722689,1.971870819952492e-17,0.10956718408017986,0.0356575233438762,0.0,no_weapon
True,0.334910099570097,0.3404545851010654,0.039067508624058084,0.02562930197527801,138.25900587397015,140.53650474649115,30.323590213235743,31.12732660629999,0.09900701218684596,0.11524088879261055,0.8661417322834646,,,0.8661417322834646,0.8661417322834646,,,,0.8661417322834646,,,2.181818181818182,-7.674531867819018e-17,0.021423056330246253,0.02015556845397505,0.0,no_weapon
True,0.3995226919464074,0.37711968977411464,0.04433131263174292,0.030562821472859904,143.63878953442298,140.5126693206684,27.325916897159352,34.803177204232185,0.1264524183330726,0.1518277079118869,0.9401709401709402,,,0.9401709401709402,0.9401709401709402,,,,0.9401709401709402,,,0.27272727272727276,-7.60837211033782e-18,0.07848832142919324,-0.1535641031400492,0.0,no_weapon
True,0.17522427341800237,0.2907417687225608,0.026848374457184358,0.020254245453322182,125.48752576188457,130.73310981703355,28.995042548067396,27.69227680624541,0.04849046186943274,0.08868437762162097,0.37815126050420167,,,0.37815126050420167,0.37815126050420167,,,,0.37815126050420167,,,1.3333333333333333,-1.6550227688315154e-17,-0.014188137229426816,-0.01874250188163676,0.0,no_weapon
True,0.16700937021298265,0.1351314049061941,0.033641435814799094,0.02542152847123792,169.18722365025258,166.53221510005892,12.70933562271642,12.886450541313108,0.07803985584239087,0.08619725682745377,0.7984496124031008,,,0.7984496124031008,0.7984496124031008,,,,0.7984496124031008,,,0.29126213592233013,-3.965515286525404e-17,0.15322198504985995,-0.004581801536283563,0.0,no_weapon
True,0.1895971693966816,0.18503527766165553,0.022939420857661184,0.01987062753192625,153.80666143344752,152.59540350074,23.06733032996924,24.737037926521683,0.07213028411199307,0.06784887611628879,0.9637681159420289,,,0.9637681159420289,0.9637681159420289,,,,0.9637681159420289,,,0.22556390977443608,-2.6473849958811636e-17,0.13548689798363062,-0.023957165896950024,0.0,no_weapon
True,0.21942646347600112,0.25402071616186017,0.06305809469746781,0.0318457316002872,158.37816409228003,157.7054608913617,15.20226767764301,10.484218467411841,0.09282556008653103,0.08883993005594444,0.9847328244274809,,,0.9847328244274809,0.9847328244274809,,,,0.9847328244274809,,,0.23255813953488372,-1.075246555080274e-16,-0.14458365448142652,-0.05079033655932828,0.0,no_weapon
True,0.4118595771564797,0.32039765172333556,0.038681314664849635,0.0201817270044267,132.50816474653115,140.55183530230968,34.039166498828585,31.727240838380105,0.10182600919188926,0.10583751373773222,0.732824427480916,,,0.732824427480916,0.732824427480916,,,,0.732824427480916,,,0.3125,-2.5849223112569754e-17,-0.008849875815139125,0.08339857269814971,0.0,no_weapon
True,0.027054434517666513,0.0344850588029358,0.027609729805990555,0.007139199172679937,166.84406734576302,165.15162861574225,10.716933730107217,9.331461604677042,0.11000615976528423,0.13696583928881215,0.9712230215827338,,,0.9712230215827338,0.9712230215827338,,,,0.9712230215827338,,,0.6666666666666666,4.538757245224217e-17,-0.03587280323278759,0.004204207730837555,0.0,no_weapon
True,0.3228803576767307,0.2003572618741887,0.04008840509800762,0.02613966216900467,149.48914045479142,156.0271314944341,21.40112563805466,17.993254102877277,0.10946032916969567,0.1410333115636422,0.9354838709677419,,,0.9354838709677419,0.9354838709677419,,,,0.9354838709677419,,,0.25862068965517243,1.0308162000485891e-16,0.14115303264866014,0.0840532656910612,0.0,no_weapon
True,0.386071567242525,0.25546302011086236,0.05137184022002693,0.05197660281764209,143.3832194533112,148.8366602910398,25.927818434982033,22.867660564967952,0.11603751270623404,0.1257789620043916,0.6940298507462687,,,0.6940298507462687,0.6940298507462687,,,,0.6940298507462687,,,0.3225806451612903,-1.2951536027780193e-17,0.16722219884560777,-0.12139573850976934,0.0,no_weapon
True,0.12660460017214342,0.16774601863618652,0.03803629013020953,0.012712730614585697,169.97505870955325,167.97174379744354,6.95106998822472,7.167741811351052,0.05929214663389758,0.07066819631936334,1.0,0.03276444239452388,0.011579344768159087,1.0,1.0,0.05929214663389758,0.07066819631936334,0.011376049685465767,1.0,0.03803629013020953,0.012712730614585697,1.1842105263157894,6.765538608163088e-18,0.001952757226377352,0.010544558214767942,0.0,no_weapon
True,0.4003091526807721,0.26407900792667643,0.06956612677783233,0.03828908473866523,135.18846704073502,147.15927967337683,22.011200161316715,27.060520723443016,0.1812908004529066,0.15458140901936085,0.42857142857142855,,,0.42857142857142855,0.42857142857142855,,,,0.42857142857142855,,,2.3529411764705883,-7.773115951059728e-17,0.002616819922787575,-0.036222766555751455,0.0,no_weapon
True,0.23583262303661068,0.15879935342439097,0.03957269392657552,0.024371370400419427,144.11389415246686,137.5337594154315,26.954014721626983,28.604332796304586,0.08343122720738265,0.08803582787724588,0.9754098360655737,,,0.9754098360655737,0.9754098360655737,,,,0.9754098360655737,,,2.26890756302521,-4.1345678482874834e-17,0.04451370794936649,-0.019070013224206386,0.0,no_weapon
True,0.5370115418084158,0.4461474463444786,0.03700361475209315,0.02982079043565996,118.12851824042677,133.30423087637857,38.380389575219326,34.92169861893796,0.08534715190998746,0.07233446703246559,0.171875,,,0.171875,0.171875,,,,0.171875,,,13.636363636363637,-8.876262906171597e-18,0.054745679008470396,0.014071026787646448,1.0,no_weapon
True,0.49240802066414635,0.42967680789374807,0.030039774727545782,0.007683955408173769,137.35735934287666,137.8855556333768,18.551874684219644,19.383648729920655,0.11411774157928324,0.10490772326967251,0.23529411764705882,,,0.23529411764705882,0.23529411764705882,,,,0.23529411764705882,,,3.3333333333333335,1.7347234759768074e-17,0.0089928939524472,0.008697944377585096,0.0,no_weapon
True,0.31114587343306543,0.34795192553670035,0.02140272841479331,0.01660253766497676,152.80120740500757,155.41719350440164,30.380426828205785,28.023387569421317,0.09545904624533046,0.08135373297281646,0.5220588235294118,,,0.5220588235294118,0.5220588235294118,,,,0.5220588235294118,,,0.4225352112676056,5.764466409317169e-18,-0.044480775037683946,0.047121865703130865,0.0,no_weapon
True,0.3943786027132849,0.516758268295653,0.06897581593486034,0.055013859100327786,139.03596695713063,143.47384276689996,22.642439254845453,15.695282179670631,0.0592861707105372,0.06033595627554871,0.1534090909090909,,,0.1534090909090909,0.1534090909090909,,,,0.1534090909090909,,,2.2222222222222223,1.6024689053196368e-17,0.13666385830622557,-0.05485337789418562,1.0,no_weapon
True,0.14242358346820239,0.23373709572003165,0.046215485216558605,0.046389102726268346,170.95655723514125,168.65334746810123,14.636328781318053,18.172302669999503,0.12413740409477601,0.14254661309464536,0.8043478260869565,,,0.8043478260869565,0.8043478260869565,,,,0.8043478260869565,,,0.8108108108108109,-3.8199418457316547e-17,0.12412950311640786,0.21607328776449672,0.0,no_weapon
True,0.12167898533143721,0.13006175253921057,0.04856335879792212,0.012070571804995895,160.96001496867248,158.51007931596646,29.865943325234852,32.99313748071237,0.1310464028231281,0.15273420110536598,0.9097744360902256,,,0.9097744360902256,0.9097744360902256,,,,0.9097744360902256,,,0.49586776859504134,3.5956086592973825e-17,0.006865427981954924,0.014541557980391834,0.0,no_weapon
True,0.04939253655924823,0.07071059618572886,0.04736934456464488,0.0024880054727773678,178.0884986651219,176.14181674261738,1.360179328878081,2.3554121536809367,0.14191065238812695,0.12823300407988272,1.0,0.058079613468751234,0.013291840977224842,1.0,1.0,0.14191065238812695,0.12823300407988272,0.013677648308244222,1.0,0.04736934456464488,0.0024880054727773678,0.4347826086956522,-4.9616941516322013e-17,0.0063643231402682795,0.003117151413199587,0.0,no_weapon
True,0.04328649652608524,0.05639735941097482,0.04758774025597629,0.004398234757609499,175.7032555633585,169.5203020110789,3.659455660956979,2.8034503994487823,0.04101439577793986,0.1019516533077428,0.896,,,0.896,0.896,,,,0.896,,,0.26785714285714285,2.95048729986439e-17,0.03831042941124088,0.011103190956842875,0.0,no_weapon
True,0.11082546666530387,0.11252596743528018,0.046013834594110306,0.015678708503053886,174.39329979103454,171.33643780301404,3.9573334603066748,4.867825458095689,0.08482725784559812,0.09742194291533005,0.576,,,0.576,0.576,,,,0.576,,,0.4166666666666667,-9.813077866773595e-18,0.04451003171888203,-0.09818342424127374,0.0,no_weapon
True,0.1950654640623062,0.1951846877369923,0.03884510362859806,0.046155030404942246,155.1860615004361,158.50101133165114,26.07993600612679,24.030121753834635,0.09450274987049126,0.08903430339481576,0.6052631578947368,,,0.6052631578947368,0.6052631578947368,,,,0.6052631578947368,,,0.32608695652173914,1.7362312758929087e-17,0.27837381826855623,0.1572216887974912,0.0,no_weapon
True,0.12220121333748324,0.11408202506502037,0.022984792550444118,0.01784499120985813,161.49102861195962,163.69864079683197,16.122550766331834,14.196708086822568,0.11670534702485484,0.0999559889446549,0.7230769230769231,,,0.7230769230769231,0.7230769230769231,,,,0.7230769230769231,,,1.2765957446808511,3.9363074289140467e-17,-0.07739550728335612,0.02985297360876371,0.0,no_weapon
True,0.2765661073779054,0.33284905693847816,0.039128036305216655,0.012762810242831005,146.70210392577553,144.99102461828969,23.86512855849119,22.40215250563907,0.12626838579906716,0.10357326818676992,0.7580645161290323,,,0.7580645161290323,0.7580645161290323,,,,0.7580645161290323,,,0.6382978723404256,-2.8627690392102154e-18,0.027146969282885677,0.03983670756366003,0.0,no_weapon
True,0.14303263212555217,0.2430537532842586,0.04400889878112263,0.015685138632013193,122.04026619926987,124.4178017343449,27.67209225775256,28.206192824864313,0.06415260048023795,0.04285016982150903,0.924812030075188,,,0.924812030075188,0.924812030075188,,,,0.924812030075188,,,0.48780487804878053,3.0657290663527304e-17,0.047753630164131304,0.06745883628900803,0.0,no_weapon
True,0.012978080955438185,0.014624510635051914,0.047062750176349095,0.0037767689522427697,156.2661459361356,161.76664378983213,7.1972326969073075,12.474267386156388,0.05700722198926211,0.058262598960141014,0.782258064516129,,,0.782258064516129,0.782258064516129,,,,0.782258064516129,,,1.5463917525773196,-4.7908579346088514e-17,0.003544785286756936,0.00103355541220115,0.0,no_weapon
True,0.016724955664706376,0.03767658574169047,0.08310358049819819,0.04559297732076275,117.98680011502006,127.49576892249225,18.06633602462109,16.659624509432454,0.037825559566050326,0.02026566757270218,0.9076923076923077,,,0.9076923076923077,0.9076923076923077,,,,0.9076923076923077,,,0.2542372881355932,-8.048589701325268e-17,0.4158734447615774,-0.048830108578346326,0.0,no_weapon
True,0.04269490233111249,0.09561282687434758,0.055694480220910496,0.031512063840917086,134.04203361318005,140.07737376233447,19.659084462312144,19.530534012260024,0.056873119263566495,0.03495912799751026,1.0,0.06288204067896748,0.0027332345080282525,1.0,1.0,0.056873119263566495,0.03495912799751026,0.021913991266056233,1.0,0.055694480220910496,0.031512063840917086,0.23076923076923078,-5.842380041800795e-17,0.031529217852357426,0.23572854120752865,0.0,no_weapon
True,0.2708171038523913,0.3988545713762361,0.047847365324953116,0.024675013248881345,153.5383032020302,152.6600759046572,15.431439207551712,15.196544160852529,0.14212890960021357,0.13532384512362508,0.85,,,0.85,0.85,,,,0.85,,,0.25210084033613445,-1.005018030814496e-16,-0.017302701348069077,-0.10801205719339674,0.0,no_weapon
True,0.08155288394384574,0.23802599471796584,0.04406822792161604,0.011419846517587234,162.84195761427011,165.17687321626207,16.019362312377957,12.390350074969072,0.06013408701109686,0.05324874546778938,0.7153846153846154,,,0.7153846153846154,0.7153846153846154,,,,0.7153846153846154,,,0.3225806451612903,2.3024952938275898e-17,0.023691967821199166,0.019913746758171428,0.0,no_weapon
True,0.2781836984001084,0.12446482868156275,0.03355475780511681,0.023477634273242298,156.4638656655299,158.71090884445016,23.676419101510888,17.886739400564355,0.07371124988502906,0.10126040414466854,0.2833333333333333,,,0.2833333333333333,0.2833333333333333,,,,0.2833333333333333,,,2.6470588235294117,-1.785015730461104e-17,-0.020783477624405057,0.04110219025026008,0.0,no_weapon
True,0.6600980586713611,0.5488204306560912,0.04537031342127471,0.049084020517583794,137.43973431500936,142.51096050278306,40.149755936014074,32.88688094613133,0.16039055682924475,0.16805992824950758,0.3157894736842105,,,0.3157894736842105,0.3157894736842105,,,,0.3157894736842105,,,0.7142857142857143,-4.711056127379463e-17,0.15832764203731092,0.11633321093659552,0.0,no_weapon
True,0.0313413868205478,0.04769897019082927,0.018758040405587543,0.006932256156424968,163.9688509773136,162.70463925643725,16.987521864084204,13.352347605553295,0.05281138092903722,0.0649205464073109,0.8372093023255814,,,0.8372093023255814,0.8372093023255814,,,,0.8372093023255814,,,0.2777777777777778,-4.006172263299092e-17,0.04401251646362868,0.012746094596838032,0.0,no_weapon
