valid,mean_velocity,std_velocity,mean_stride,std_stride,mean_knee_angle_left,mean_knee_angle_right,std_knee_angle_left,std_knee_angle_right,mean_arm_amp_left,mean_arm_amp_right,torso_visible,torso_width_mean,torso_width_std,armL_visible,armR_visible,arm_amp_L,arm_amp_R,arm_asym,legs_visible,stride_mean,stride_std,step_freq,dct_1,dct_2,dct_3,legs_missing,label
True,0.5120053181618243,0.5216334511442565,0.09042072198671207,0.08584747924197769,87.3748224699704,99.84299201496948,32.06572189611201,23.04635130063494,0.11019919191270418,0.15474855943270563,0.2540983606557377,,,0.2540983606557377,0.2540983606557377,,,,0.2540983606557377,,,0.9677419354838711,-7.726825239126631e-17,0.41684755736039236,0.12894744429181876,0.0,no_weapon
True,0.3601640665108681,0.5751146442685618,0.0952673788504081,0.046494406443628254,116.59102967503074,117.73584594275611,25.433545316635144,30.18320596889252,0.11993628423192385,0.18087193578926497,0.8939393939393939,,,0.8939393939393939,0.8939393939393939,,,,0.8939393939393939,,,0.5084745762711864,3.1938848021132015e-17,0.09900793976021814,-0.02772319506517636,0.0,no_weapon
True,0.3113510265983035,0.5107444306647602,0.14973812879036982,0.09707259229139525,70.33984103942348,79.89773378484153,24.06925453166153,23.389040863153138,0.11614381103729927,0.1266697784813066,0.4700854700854701,,,0.4700854700854701,0.4700854700854701,,,,0.4700854700854701,,,1.090909090909091,2.320387852567996e-16,-0.034242202723244235,0.11061957649161282,0.0,no_weapon
True,3.4224558043063693,5.628696472638578,0.10842010528564801,0.08054085484032979,122.18782265588725,122.57074719711586,19.16022804087194,25.479687179384793,0.11755748734129992,0.13823403121091396,0.7520661157024794,,,0.7520661157024794,0.7520661157024794,,,,0.7520661157024794,,,0.32967032967032966,-5.2372348294234346e-17,0.16752452922044814,0.41409555429113165,0.0,no_weapon
True,1.8457882692722678,1.68680196133397,0.12556468790799252,0.07410473122414081,137.62688384052424,137.37839578684154,18.247998911946322,18.512882886085645,0.24686792878793973,0.348789265190182,0.5079365079365079,,,0.5079365079365079,0.5079365079365079,,,,0.5079365079365079,,,0.46875,4.163336342344337e-17,0.2553617603843318,0.1747552346052807,0.0,no_weapon
True,2.914424333530245,6.516074022989318,0.101304631656518,0.04794328439900371,115.45662723884524,114.82674443498455,14.460833038400594,17.43249810397098,0.13970633784942907,0.16904068289553714,0.5662650602409639,,,0.5662650602409639,0.5662650602409639,,,,0.5662650602409639,,,1.2765957446808511,-2.4291400807157286e-17,-0.04378770753943838,0.08696000300539858,0.0,no_weapon
True,1.6449359338397171,2.4200780322911495,0.08582021975022378,0.04847717523051206,117.76850773206652,121.23740031798827,17.402280410241715,16.224821180882344,0.14749798183151372,0.16268550575130655,0.773109243697479,,,0.773109243697479,0.773109243697479,,,,0.773109243697479,,,0.9782608695652174,-8.247098560491317e-17,0.1011540970053049,0.1307973087390839,0.0,no_weapon
True,2.1791083598878673,4.654879982568745,0.09454834885761589,0.060645960669391104,101.91277715126665,104.1405894102675,15.01513732455211,16.347238335091202,0.1493204629843363,0.1286575268266748,0.8823529411764706,,,0.8823529411764706,0.8823529411764706,,,,0.8823529411764706,,,0.2857142857142857,-9.751200576487484e-17,0.2576008109163138,0.29140848588382223,0.0,no_weapon
True,3.841893165353024,8.068083532865085,0.06100500710358804,0.055036943793097565,115.02665619767666,118.33303789908975,16.04802905974024,20.506721720557334,0.13498070566429432,0.18064671453202022,0.5,,,0.5,0.5,,,,0.5,,,1.3043478260869565,2.0256031552083934e-17,-0.1160866283720042,0.1279402978863559,0.0,no_weapon
True,1.8713527899105,4.287745971204081,0.0863037009350645,0.06607969052909554,117.09205352355924,119.61426483942215,15.62720099800499,16.376160146384088,0.14505679300301297,0.13149986573120995,0.7815126050420168,,,0.7815126050420168,0.7815126050420168,,,,0.7815126050420168,,,0.3225806451612903,-1.1368570513273725e-16,0.13228129014090967,-0.04566201866980646,0.0,no_weapon
True,3.1583759939418803,5.96750908823433,0.10333303669516898,0.05786051840296041,133.34745134982808,128.51504858368736,15.462242910863553,17.81688711924738,0.21718837339629346,0.24672180740522157,0.9,,,0.9,0.9,,,,0.9,,,0.5555555555555556,1.2419134016227185e-16,-0.14075866446026328,0.08441800044720825,0.0,no_weapon
True,5.6612978707752735,9.977208627658047,0.06655564186394504,0.0434718828501098,125.63390512886131,123.16373628309275,19.953271434948146,19.35176571790464,0.12920125776251457,0.13061807945343404,0.5376344086021505,,,0.5376344086021505,0.5376344086021505,,,,0.5376344086021505,,,11.4,4.12149270404491e-17,-0.0329658802226816,0.052054726677232675,0.0,no_weapon
True,9.214081497625596,7.751515913921109,0.17512809428963147,0.09461001060387747,124.67351053099966,122.22893687647745,27.742393068366823,33.44586029288779,0.23784145293067765,0.2554507804761757,0.5609756097560976,,,0.5609756097560976,0.5609756097560976,,,,0.5609756097560976,,,1.3043478260869565,5.787437586309695e-18,-0.11723228030585349,-0.16269899743258243,0.0,no_weapon
True,7.153104135438869,6.446659699208248,0.12307138957062207,0.06049010209407277,111.48124461488753,116.72825323479022,46.09755520469341,33.8445175054296,0.144956943518316,0.19793836922239566,0.5454545454545454,,,0.5454545454545454,0.5454545454545454,,,,0.5454545454545454,,,,,,,0.0,no_weapon
True,8.319858141000653,8.184799576587157,0.09839262287893372,0.07707600957030994,125.54128081942358,128.7109540152889,29.780678519446916,29.73382036688603,0.15896758465079355,0.1881288963096481,0.5897435897435898,,,0.5897435897435898,0.5897435897435898,,,,0.5897435897435898,,,2.173913043478261,-8.687584485772559e-17,-0.0276942931675409,0.09776391526593897,0.0,no_weapon
True,10.170049438072246,9.311484471209077,0.10953663839392355,0.08148500202066146,125.84161553792275,135.28037559805244,29.600328788192563,25.034078263555077,0.1703999132447933,0.18895903167810477,0.504424778761062,,,0.504424778761062,0.504424778761062,,,,0.504424778761062,,,1.5789473684210527,1.4705263196746408e-17,-0.019459621439345178,0.0858246842266358,0.0,no_weapon
True,9.00804764160304,11.298239680718055,0.0845628186828971,0.07873588204944591,129.5293560798328,129.48510264804224,22.391301435848202,21.793413409130007,0.16714485349504812,0.1925013337085204,0.6106194690265486,,,0.6106194690265486,0.6106194690265486,,,,0.6106194690265486,,,8.260869565217392,3.34137864837406e-17,0.004893408769182324,-0.10760986896889846,0.0,no_weapon
True,1.017473910444099,0.7695967336436524,0.09795444810164998,0.18508890651542936,141.93595788909153,129.57742398302375,20.800692507135448,17.493975777131247,0.09488482654356394,0.11038025175632489,0.5,,,0.5,0.5,,,,0.5,,,0.5357142857142857,1.4835979218054374e-17,-0.0608527081230653,-0.6725581709442127,0.0,no_weapon
